Row.names	baseMean	log2FoldChange	lfcSE	stat	log2FoldChange.shrunk	lfcSE.shrunk	pvalue	padj	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
31	2010315B03Rik	231.151773779508	-0.139556226168779	0.144941762937927	-0.962843443739163	-0.08938324051149	0.120418091559719	0.335626095234088	0.5861458593602	230.110612392749	223.664797888611	202.87702698006	217.419751001392	289.2332114652	201.776488415756	245.080519340987	239.051782751306
32	2200002D01Rik	22.7880189563363	0.0520631259284782	0.434189394098379	0.119908792421313	0.00817422236712373	0.167519133154485	0.904555399388291	0.961619700054335	60.0925803063867	6.60613327097164	4.69079831167768	7.49723279315146	49.0900404780385	36.5967160361911	10.6044455484081	7.1262049058655
33	2210016L21Rik	319.756053278885	0.0544462893738417	0.129827982153286	0.419372530257442	0.0367162670925199	0.105850306550242	0.67494389662248	0.839685732468635	376.677881432716	305.769597113544	283.7932978565	331.127781697523	313.11485277884	286.839125689065	332.272627183454	328.453262479437
34	2210408I21Rik	58.570914126575	-0.0660773476090206	0.223682368921937	-0.295407044942737	-0.0265900799093006	0.142152344029594	0.767682952232272	0.892712787005143	66.6881074131852	46.2429328968014	53.9441805842933	58.7283235463531	70.3181660901633	52.4223229707602	61.2701298352468	58.9531496757964
35	2210416O15Rik	200.050248969939	0.743566046962249	0.207301199731538	3.58688733073031	0.625343580724762	0.22288298605889	0.000334648832159473	0.0031165843308737	559.154131387476	83.9922658737822	72.707373831004	94.9649487132518	419.255480839464	271.013518754496	56.5570429248432	42.757229435193
36	2210418O10Rik	118.48348324922	0.648154481708471	2.05516025589968	0.315379046401775	0.00482658629977999	0.181447909103221	0.752473874223506	0.883755377144632	191.270286097158	136.841332041555	0	186.181281029928	139.309574329569	174.08167628026	120.183716215292	0
37	2300009A05Rik	116.075231969611	0.105233495646311	0.162314395474925	0.64833125452861	0.0601018602105809	0.125319769247818	0.516770723247765	0.7359911570944	118.719487922374	119.854132201914	106.715661590667	137.449267874443	116.754690866686	98.9100433410569	121.361987942893	108.836584016855
38	2310009B15Rik	76.6715671358628	0.0888326246243349	0.186303146539325	0.476817629087031	0.0444644156303674	0.13295598479842	0.633491991155662	0.814853100947482	65.2224347227855	93.4295991180274	82.0889704543594	86.2181771212418	59.7041032841009	53.4114234041707	94.261738208072	79.0360907741446
39	2310011J03Rik	538.831299981954	0.00803729706007346	0.0886439045829211	0.0906694836818142	0.00657463092508853	0.0801083861301532	0.927755219219785	0.971338373636154	507.122750878287	566.239994654712	539.441805842933	549.797071497773	582.446696482673	518.288627107138	529.044005692804	518.269447699309
40	2310022A10Rik	1533.44771916257	0.271137788480299	0.104375020336716	2.59772680863297	0.227336818929657	0.105181443837612	0.00938431222129037	0.0494166912014512	940.229030891391	2117.73758000862	2148.38562674838	2025.50239294975	996.395145919106	912.939700037956	1587.13201707841	1539.26025966695
41	2310022B05Rik	574.181647684771	0.203445905161	0.109555389604045	1.85701411766498	0.161427787595208	0.103050581806099	0.0633091455632693	0.203426831045694	971.008157389785	408.636529475817	469.079831167768	416.096420019906	821.263109619077	715.119613355842	371.155594194283	421.093926255688
42	2310033P09Rik	279.852046011807	0.0917703896133971	0.110461437924892	0.830791191363958	0.0698128928528969	0.0968187925786794	0.40609159968355	0.646451188366092	298.264392496334	312.375730384516	280.275199122741	261.153608961442	275.965632957622	259.144313553569	282.785214624216	268.852275994016
43	2310039H08Rik	75.4709956884042	-0.100300420439489	0.201412971757085	-0.497983916152413	-0.0456806697835943	0.138374499783975	0.618495378668544	0.806601622290751	65.2224347227855	73.6111993051125	87.9524683439565	71.2237115349388	79.6054710454678	55.3896242709919	87.1921078424666	83.5709484415135
44	2310057M21Rik	121.076612006177	0.0572236575413785	0.164225765377249	0.348445065303413	0.0314587340830283	0.123607951685506	0.727505963248415	0.869967966495493	149.498614420767	100.979465713424	93.8159662335536	119.955724690423	155.230668538662	156.27786847887	106.044455484081	86.8101324896342
45	2310061I04Rik	150.830382526619	0.0149145805596752	0.147658595442333	0.101007195111103	0.0079855770905126	0.114576421883186	0.91954474851799	0.968696479551904	150.964287111166	136.841332041555	175.904936687913	146.196039466453	153.903910687904	133.528558510427	153.175324588117	156.128671119417
46	2410002F23Rik	812.539406207177	-0.0582481798697702	0.0787792513328222	-0.739384785769117	-0.0492665996510826	0.0730088111516239	0.459673378102384	0.691399673232692	802.455797993822	803.117059085266	789.226815939769	770.965438895741	918.116432724396	792.269447161866	831.859839686235	792.304418170318
47	2410004B18Rik	278.545029015838	0.011944865601905	0.143141633175246	0.0834478784189996	0.00731539533039116	0.112212544984381	0.933495419763397	0.974043591455997	307.058428638732	267.076530812139	276.757100388983	258.654531363725	230.855866031857	334.315946492772	288.67657326222	264.965255136272
48	2410004P03Rik	12.8887981008591	-0.263834466784874	0.506170446852397	-0.52123641043352	-0.0302145733857814	0.174537454611039	0.602202092723484	0.797443071465306	12.4582178683972	4.7186666221226	15.2450945129525	13.7449267874443	13.267578507578	16.8147073679797	16.4958041864126	10.3653889539862
49	2510002D24Rik	142.540948805427	0.0227823699533831	0.160825380803171	0.141659045603415	0.0128518431165741	0.121065821615292	0.887349325499558	0.954197154803514	156.826977872765	136.841332041555	111.406459902345	151.194194661888	183.092583404576	151.332366311817	121.361987942893	128.271688305579
50	2510009E07Rik	1488.28236627859	-0.522579874432608	0.101881439576479	-5.12929417374717	-0.489390060377087	0.103721458820924	2.90830562510228e-07	6.44147000627145e-06	1416.57265527129	1277.8149212708	968.649851361441	1050.86212984006	2004.73111249503	1990.07007202207	1653.11523382406	1544.44295414394
51	2510039O18Rik	1281.46088325175	-0.105785401041732	0.0813585211003865	-1.30023751182997	-0.0898190488538895	0.0761600807061789	0.193519577602289	0.423714369672488	1139.56051678575	1256.10905480904	1381.44010278908	1248.28926005972	1122.4371417411	1308.57987340218	1353.83421501343	1441.4369014137
52	2610008E11Rik	239.982402938278	-0.00785983214034552	0.136841725798918	-0.0574373941461038	-0.00493487357823955	0.108892727749757	0.954196775935106	0.981205954181044	351.028609350722	177.42186499181	173.559537532074	191.179436225362	355.57110400309	279.915422655191	202.662737147355	188.520511600624
53	2610028H24Rik	22.5434214843374	0.851433313232475	0.638914732814925	1.3326243229378	0.0672068847368118	0.191837088108737	0.182655119092275	0.409505113153729	66.6881074131852	9.43733324424519	5.8634978895971	0	37.1492198212183	56.3787247044025	3.5348151828027	1.29567361924827
54	2610318N02Rik	16.0634771284058	-0.152117243018813	0.45125053494085	-0.337101523965512	-0.0212989178975119	0.170197214010414	0.736040368641186	0.875787583099418	8.79403614239805	22.6495997861885	12.8996953571136	21.2421595805958	13.267578507578	4.94550216705285	25.9219780072198	18.7872674790999
55	2700049A03Rik	283.822696348342	0.232392437237937	0.120588444807893	1.92715344831055	0.178312612723219	0.116019863451743	0.0539605094542782	0.182102519274122	279.943483866338	308.600797086818	321.319684349921	312.384699714644	271.985359405348	285.850025255655	259.219780072198	231.277741035817
56	2700062C07Rik	74.3897266294463	-0.39012475932161	0.221483911868874	-1.76141353125719	-0.204122471722681	0.20172056408169	0.078168436459311	0.236076735383957	66.6881074131852	78.3298659272351	58.634978895971	49.981551954343	96.8533231053192	85.062637273309	69.5180319284531	90.0493165377549
57	2700097O09Rik	115.273184465199	0.0200638991370352	0.18082796158403	0.110955733622599	0.0101912971620186	0.128571436479732	0.911651449361435	0.96564121471967	129.712033100371	108.52933230882	102.02486327899	109.959414299555	153.903910687904	106.822846808341	116.648901032489	94.5841742051238
58	2810004N23Rik	314.254871627149	-0.10282268326275	0.136424029584051	-0.753699209561908	-0.0673532435970817	0.112557343151725	0.451029856638897	0.683284923985495	336.371882446725	335.025330170704	246.266911363078	278.647152145462	358.224619704605	312.55573695774	340.52052927666	306.426810952216
59	2810021J22Rik	60.5004811188036	0.247038675909787	0.26294710267548	0.939499516808419	0.0832820354677507	0.166481316545811	0.347474340207265	0.598759980751009	71.0851254843842	73.6111993051125	48.0806826946962	52.4806295520602	88.8927760007724	66.2697290385081	38.8829670108297	44.7007398640654
60	2900026A02Rik	782.381375257043	-0.205465912265698	0.184371386797819	-1.11441322774781	-0.113048301789886	0.144159915359225	0.265101951153926	0.510990228870842	1477.39807192287	373.71839647211	469.079831167768	408.599187226754	1203.36937063732	1115.70528888712	600.918581076459	610.262274665936
61	3110009E18Rik	22.2166442182756	0.656986685961786	0.415102648042495	1.58270897345499	0.122523118840338	0.217639334027778	0.113487812081337	0.301412264888433	21.2522540107953	33.0306663548582	24.6266911363078	32.488008770323	10.6140628060624	23.7384104018537	10.6044455484081	21.3786147175965
62	3110040N11Rik	90.7697543450581	0.130627214713606	0.17484784633777	0.747090784642901	0.0703393596075119	0.13257155467469	0.455008762468757	0.687363926245652	94.535888530779	104.754399011122	86.779768766037	92.4658711155346	95.5265652545614	77.1498338060244	90.7269230252693	84.2187852511377
63	3110082I17Rik	255.555576353994	0.0455864965795697	0.129848054749159	0.351075698959326	0.0304504997830616	0.105920081750891	0.725531558454408	0.86882217813235	265.286756962341	274.626397407535	256.821207564353	248.658220972857	256.064265196255	201.776488415756	276.893855986212	264.317418326647
64	3300002I08Rik	11.9977409761905	0.647642356400442	0.509228432859735	1.27181106672186	0.0805760999445825	0.194296552854842	0.20344025596216	0.436294739629668	17.5880722847961	8.49359991982067	12.8996953571136	18.7430819828786	6.63378925378899	14.8365065011585	7.0696303656054	9.71755214436204
65	4833420G17Rik	1136.77390909259	0.0973797953796035	0.0887558400020176	1.09716493446955	0.0751923269347378	0.0824553905618665	0.272569298742326	0.519380191243922	945.35888530779	1331.607720763	1252.44314921794	1287.02496282433	1032.21760788957	1017.78434597948	1139.38876059007	1088.36584016855
66	4833439L19Rik	1306.79619543285	-0.070281434293243	0.104831206639152	-0.670424738457549	-0.0539674991210733	0.0911670720529265	0.502587068879695	0.724502762063086	1671.59970340083	1121.15518941633	1091.78330704298	1093.34644900125	1451.47308872903	1426.28282497804	1317.30779145781	1281.42120943654
67	4921524J17Rik	141.469739722356	0.0845677924209195	0.151233238261574	0.559187870292444	0.0511828900378329	0.118494036722573	0.576033510454876	0.780646937214043	207.392685691554	120.797865526338	116.097258214023	103.711720305262	184.419341255334	173.09257584685	102.509640301278	123.73683063821
68	4930453N24Rik	250.929994121068	-0.214125456150115	0.160779666452058	-1.33179437969517	-0.135264326870254	0.136742506001074	0.182927765326033	0.409939923524957	338.570391482325	186.859198236055	189.977331622946	181.183125834494	273.312117256106	329.37044432572	263.932866982602	244.234477228299
69	4930503L19Rik	760.74271119721	-0.179887525155596	0.104749333652492	-1.71731426714729	-0.144361898423903	0.0973679766633555	0.0859217666246235	0.251491845377558	751.157253829833	747.436792944219	686.02925308286	695.993110964227	709.815450155422	714.130512922431	911.982317163097	869.39699851559
70	4930522L14Rik	46.4136918892697	0.237043992077951	0.261793837815647	0.905460548864699	0.082738740909228	0.164625433344655	0.365221450999785	0.614484372555923	60.8254166515865	48.1303995456505	49.2533822726156	34.9870863680401	61.0308611348587	39.5640173364228	41.2395104660315	36.2788613389516
71	4930523C07Rik	1074.86579163126	-0.0938676304687229	0.119678389468194	-0.784332333396491	-0.0674262728863057	0.10154113501882	0.43284513185907	0.669497765162311	1412.90847354529	873.897058417105	870.143086816209	900.917473977033	1188.77503427899	1195.82242399338	1048.6618375648	1107.80094445727
72	4930550C14Rik	10.1564366826533	-0.0345646715374948	0.530044688470904	-0.0652108629504589	-0.00368064693490506	0.171763080227924	0.948006112156352	0.978425116597516	19.0537449751958	7.54986659539616	4.69079831167768	6.24769399429288	14.5943363583358	12.8583056343374	5.8913586380045	10.3653889539862
73	4930579G24Rik	76.6057790116471	0.165307634471976	0.208195436481938	0.794002199401318	0.074241281168126	0.147021877410434	0.427194150945636	0.665412096650897	77.6806525911828	82.1047992249332	73.8800734089234	87.4677159201003	70.3181660901633	83.0844364064878	81.3007492044621	57.009639246924
74	4931406C07Rik	770.789603571814	0.0772709959575952	0.12276326184123	0.629430945371343	0.0532644698318877	0.105057913512421	0.529066964026687	0.744277724038853	608.987002861065	957.889324290887	838.480198212385	852.185460821549	729.716817916789	675.555596019419	690.467232374127	813.035196078291
75	4931414P19Rik	75.0783851490679	0.0588805793555625	0.20104659583399	0.292870312532831	0.0264745043965869	0.136493002296702	0.769621281541643	0.89386551328696	76.2149799007831	64.1738660608673	77.3981721426817	84.9686383223832	86.2392602992568	72.2043316389716	76.5876622940585	62.8401705335412
76	4933427D14Rik	134.167360199527	-0.849942962777353	0.411796706914527	-2.0639867888836	-0.15946043188711	0.260475691785477	0.03901896900315	0.144618282802427	53.4970531995881	196.2965314803	78.5708717206011	64.976017540646	210.95449827049	181.005379314134	139.036063856906	149.002466213551
77	4933434E20Rik	930.108907376134	-0.0567615608152604	0.0702109958237108	-0.808442611436249	-0.0495721508488169	0.0661212413262992	0.418835830257242	0.65783127395784	838.364778908614	911.646391394086	1010.86703616654	930.906405149639	911.482643470607	905.026896570671	961.469729722334	971.10737762658
78	5031439G07Rik	7535.55297670187	0.121071436611484	0.0935245829831721	1.29454131469657	0.0976007696391188	0.0878193085905163	0.195478508195847	0.426190632403503	5287.41423061683	9319.36657869213	9381.59662335536	9137.87723605277	5785.99098715475	5978.12301953348	7657.58795767825	7736.46718053143
79	5730409E04Rik	156.285916116237	0.103270203326632	0.162227256422676	0.636577389052095	0.0586341530056121	0.125520819848927	0.524400157176377	0.740831356199972	219.118067214751	139.672532014829	106.715661590667	123.704341086999	248.103718091708	194.852785381882	106.044455484081	112.075768064976
80	5730455P16Rik	327.69829499372	-0.0145531250416334	0.149370493776476	-0.0974297177018861	-0.00864445250652425	0.115277704689652	0.922385145673936	0.970099324897831	396.464462753112	329.362930224157	274.411701233144	257.404992564867	444.463880003862	319.479439991614	311.063736086638	288.935217092365
81	6030458C11Rik	325.077445866186	0.0116461237931628	0.111078864374887	0.104845542477438	0.00855472160116577	0.0945920994670107	0.916498371499068	0.967737761721206	386.204753920314	318.981863655488	280.275199122741	283.645307340897	382.106261018246	338.272348226415	322.846453362647	288.28738028274
82	6430548M08Rik	982.69329163588	0.410956603296316	0.121370443653026	3.38596935899121	0.356782452231792	0.124385211067272	0.000709273026893412	0.00578607970539511	1692.11912106642	723.843459833606	879.524683439565	808.451602861499	1463.41390938585	1087.02137631822	589.13586380045	618.036316381426
83	6430550D23Rik	12.845175814694	-0.294653170506722	0.429850617865522	-0.685478066705729	-0.0458568971997687	0.174414496044223	0.493042296537798	0.717681544926302	8.79403614239805	14.1559998663678	10.5542962012748	14.9944655863029	11.9408206568202	11.8692052009268	12.9609890036099	17.4915938598517
84	9130008F23Rik	25.4176014523828	1.0549644088238	0.396674855093584	2.65951923918875	0.536052858634597	0.649040143408967	0.00782522606491218	0.0427024251303973	38.1074899503915	27.3682664083111	31.6628886038243	26.2403147760301	33.1689462689449	26.7057117020854	12.9609890036099	7.1262049058655
85	9130019O22Rik	62.596839908912	-0.284617765786387	0.244228445580586	-1.16537516794895	-0.115177470721878	0.171568332042632	0.243867164369919	0.486578109111333	73.2836345199837	55.6802661410466	46.9079831167768	44.9833967589087	61.0308611348587	76.1607333726138	82.479020932063	60.2488232950446
86	9130023H24Rik	33.8536148359271	0.510143889000657	0.317190676616193	1.60831930636455	0.164203761797436	0.227935544661053	0.107765264427758	0.291865206129159	62.2910893419862	35.8618663281317	24.6266911363078	24.9907759771715	43.7830090750073	38.5749169030122	14.1392607312108	26.5613091945896
87	9130230L23Rik	10.6661127105094	0.924167197408617	0.57401962423994	1.60999233890707	0.0823201417979118	0.200043179219021	0.107399528796165	0.291299943165589	10.2597088327977	15.0997331907923	17.5904936687913	9.99631039086861	9.28730495530458	13.847406067748	4.7130869104036	4.53485766736895
88	9130401M01Rik	287.946784114702	-0.413984715803582	0.137065425053319	-3.02034386602267	-0.345018975334467	0.139762935910865	0.00252487849216204	0.0167767055872984	196.400140513556	268.020264136564	260.339306298111	317.382854910078	202.993951165943	243.318706619	427.712637119127	387.406412155233
89	9430015G10Rik	286.472690012806	0.12554621079	0.102691019767445	1.22256270386946	0.0978809922659536	0.0938306192905125	0.221494907080546	0.458551312554956	241.835993915946	328.419196899733	335.392079284954	324.88008770323	236.162897434888	245.296907485821	299.281018810629	280.513338567251
90	9430038I01Rik	200.453008990068	-0.284564081969026	0.16670996465609	-1.7069410491212	-0.181542580714143	0.153663524177854	0.0878330100581699	0.254862689328683	119.452324267574	245.370664350375	182.941134155429	226.166522593402	188.399614807607	132.539458077016	258.041508344597	250.712845324541
91	9530068E07Rik	3474.96754003492	-0.0058076819239821	0.0513809055362524	-0.113031910655689	-0.0108243115226413	0.0496629884085204	0.910005256278635	0.96501342979552	3159.9903205017	3525.78770005	3708.0760653812	3656.15052546019	3326.1819318498	3330.30115929339	3497.11048751947	3596.14213022358
92	9830107B12Rik	14.0396692198284	-0.0562238131908015	0.447917279708747	-0.125522759977826	-0.00811837493592757	0.168440358090656	0.900109707679145	0.959119808165962	14.6567269039967	14.1559998663678	16.4177940908719	11.2458491897272	7.96054710454678	14.8365065011585	12.9609890036099	20.0829410983482
93	9930012K11Rik	39.8132544454424	0.576367448431898	0.445630481135116	1.29337528026307	0.0937332844310184	0.197545320471477	0.195881295461396	0.426482467401859	109.192615434776	19.8183998129149	5.8634978895971	18.7430819828786	87.5660181500146	58.3569255712236	4.7130869104036	14.252409811731
94	9930021J03Rik	1034.11593649947	0.0714600551337466	0.0644991071216562	1.10792316859458	0.0631953441202329	0.0613802143161707	0.267894998733556	0.514195510946338	1112.44557201335	1031.500523596	1046.04802350412	1003.37965548344	1054.77249135245	1090.97777805186	929.65639307711	1004.14705491741
95	9930111J21Rik1	936.980057959274	0.308329154666779	0.125017036846522	2.4662970939337	0.245916135331498	0.124690995697918	0.0136518050254902	0.0659648634690603	1083.86495455056	1053.20639005776	1033.14832814701	923.409172356488	1054.77249135245	758.640032425907	744.667731843769	844.131362940249
96	9930111J21Rik2	2066.79116443856	0.393012522125503	0.0876524739949434	4.48375846354521	0.364731291810041	0.088967099512678	7.33396737016415e-06	0.00011317785506015	2608.16455256622	2301.7655782714	2075.67825291737	2194.19013079566	2235.58697852689	1814.01019487498	1687.28511392449	1617.64851363147
97	A130010J15Rik	58.7481707864811	-0.245276557462682	0.217589972536531	-1.12724200754014	-0.110810522694744	0.161121963676724	0.259640174132534	0.503944319702523	60.0925803063867	46.2429328968014	44.5625839609379	57.4787847474945	74.2984396424366	76.1607333726138	48.3091408316369	62.8401705335412
98	A3galt2	22.0116438457776	0.657666799335905	0.407067357760577	1.61562155942438	0.1369334238418	0.227081187245859	0.106176159690449	0.289149091499324	52.0313805091885	9.43733324424519	21.1085924025496	12.4953879885858	37.1492198212183	24.7275108352642	9.4261738208072	9.71755214436204
99	A430005L14Rik	206.196858104293	0.112202342813933	0.14496936710045	0.773972771338561	0.070687850276529	0.117835666211761	0.438946893383187	0.674407963717568	214.721049143552	248.201864323649	204.049726557979	193.678513823079	177.785552001545	207.71109101622	183.81038950574	219.616678462582
100	A430033K04Rik	46.1850445607131	0.315405395853491	0.322328541751842	0.978521461795709	0.0838890852007106	0.176954564632428	0.327816481919858	0.577345529932941	87.9403614239805	29.2557330571601	22.281291980469	48.7320131554845	72.9716817916788	49.4550216705285	27.1002497348207	31.7440036715827
