baseMean	log2FoldChange	lfcSE	stat	log2FoldChange.shrunk	lfcSE.shrunk	pvalue	padj
Kcnq1	203.049543154706	1.37153201887473	0.247700827640177	5.53705061037215	1.26731921407627	0.272665732613556	3.07607684993236e-08	8.82496857349723e-07
Rnf152	48.6493777479686	1.37902459373137	0.395209440885696	3.48935134403892	1.08164406751279	0.473268798948109	0.000484194284710183	0.00420970000482942
Hunk	119.707623458463	1.38790625350921	0.300535158380547	4.61811609991999	1.22618212686057	0.343150598299083	3.87239587817277e-06	6.45768592219605e-05
Phf24	71.9034451556639	1.39024276848864	0.358095339700218	3.88232577852729	1.1448226949858	0.426000579439649	0.000103462139398994	0.00114379178935578
Ifitm6	393.855123814544	1.39478415269335	0.111289051272653	12.5329862798111	1.37723592340772	0.112771714850145	4.92718240699822e-36	3.00886605654025e-33
Dmpk	225.307750219024	1.3949276557952	0.251684712760162	5.54236147478879	1.28805643785532	0.278466775923054	2.98419464508355e-08	8.58056325752275e-07
Cacna1a	40.8027569351401	1.39641152199471	0.362216365614997	3.8551861664886	1.17295273564596	0.404947973796327	0.000115641594207585	0.00125570516860125
Fabp4	116.251737813659	1.39867375038133	0.255928576056918	5.46509409746516	1.29948880628625	0.268872520342252	4.62661311398278e-08	1.2787001416749e-06
Ptk2	743.937453354348	1.39992271791663	0.215844299759265	6.48579888131392	1.3178899635667	0.235615361074337	8.82628403985587e-11	4.19215801952265e-09
Klhl13	96.7030289365424	1.4604400496327	0.322087780715974	4.53429200693755	1.2828901719387	0.366832956189525	5.77970239395651e-06	9.11671629767507e-05
Gprc5b	154.158192641712	1.47503349376359	0.301343499715277	4.89485751362571	1.32885405226327	0.335058257798023	9.83769800436882e-07	1.92314998792722e-05
Pla2g2d	1254.89570714488	1.47693904508917	0.276040240223561	5.35044834004281	1.34705037867954	0.316981873889951	8.77365962875071e-08	2.26368807634175e-06
Dmwd	185.591030105556	1.47707589640238	0.279781395473965	5.27939284132932	1.35358929364133	0.307139678420651	1.29612653082924e-07	3.16600507263889e-06
Mrm2	118.804551048902	1.48764856702834	0.314317912085645	4.73294238039793	1.31641338386344	0.365565440758729	2.21288322537042e-06	3.92503658121027e-05
Tgm3	16.716588020055	1.4894399939401	0.460622264317976	3.23353886539865	1.11033880055054	0.563049128072958	0.00122266698613096	0.0091854021266218
Mst1r	16.4465427301347	1.5082616516051	0.495510834425092	3.04385201456803	1.03452571575846	0.650534376294638	0.00233570004567814	0.0157564531224495
Cxcl12	1486.79231416403	1.50996719596932	0.258201106135182	5.84802760364151	1.40126895559624	0.291981614177478	4.97436020329014e-09	1.69657434167534e-07
Cobll1	223.309725638514	1.51212400478857	0.290127763493645	5.21192452104534	1.37444308594093	0.328700465964614	1.8689159225432e-07	4.31060751631188e-06
Lyve1	2819.75097313991	1.5166943230607	0.171857655510816	8.82529392451327	1.47206554702306	0.183112592563822	1.0917269952823e-18	1.60923068821841e-16
Zbtb7c	38.9884914275349	1.52636389008301	0.428580224475474	3.56144264927547	1.16144349117234	0.556575438206704	0.000368822677162552	0.00337600429117243
Mt2	2975.99111326711	1.53044634430881	0.433023040837505	3.53433004707739	1.07708094938215	0.636461177269376	0.000408810247946222	0.00366089415936408
Gabbr1	342.670147284072	1.53326057281719	0.254425529068385	6.02636291425407	1.43420154407093	0.280129857245411	1.67690416016723e-09	6.21979073216892e-08
Cd55	242.183607969194	1.54182041866465	0.293942649139828	5.24531034600293	1.40279553365377	0.333929890178802	1.56019477947999e-07	3.67118125725715e-06
Pcdh19	49.4411752572867	1.55134166387215	0.35874625029096	4.32434251957738	1.34870002180222	0.396883446758938	1.52987443364009e-05	0.000218303740042352
Akr1c12	38.4736338567524	1.5656447365255	0.351805004945611	4.45031967856043	1.37141232986734	0.392258248916509	8.57425612983764e-06	0.000129971939254182
Slc10a6	96.4906244045546	1.57486705472235	0.363350775850898	4.33428840501116	1.37048660861771	0.409492220850438	1.4623236275653e-05	0.000209528918434608
A930033H14Rik	48.4380576951809	1.57802589671884	0.400232040214344	3.94277753443661	1.29364643281116	0.489312560216415	8.05433606435747e-05	0.000920577590813906
Tmc3	15.1968981669315	1.58343774981888	0.492030865827977	3.21816751710142	1.17105788825954	0.609181599945403	0.00129012446095736	0.0096413497012338
Pgap4	68.5172059921491	1.59126086524997	0.463463787578172	3.43340927144513	1.17693708818929	0.607438316910266	0.000596041647122891	0.00500565689764502
Marco	15.4314437514665	1.60468210391337	0.514711645806706	3.11763317769575	1.11584203027612	0.680319958960433	0.00182309557697213	0.0127878796218233
Cfp	12141.1520440566	1.60897361205105	0.173574928479662	9.26961990504044	1.55999099539757	0.184977559453499	1.86810439916348e-20	3.28172202943458e-18
Gas6	5475.82031551641	1.6135598043883	0.234673028735515	6.87577866567208	1.53142074321501	0.261704733440088	6.16521606028087e-12	3.57749912927791e-10
Padi4	157.149913871632	1.61846991419349	0.492665686660719	3.28512814676308	1.06017560196661	0.78799877147902	0.00101935997975596	0.00789674136927742
Tnfsf18	47.602348503335	1.62482999527292	0.360336494551354	4.50920187059032	1.4383293056896	0.397690854117901	6.50719680166549e-06	0.000101642255523214
Hbegf	1698.88583673304	1.62778670800003	0.251813202130766	6.46426277187294	1.5316320970989	0.284695248540571	1.01793851577904e-10	4.72972591534433e-09
Coro2b	303.780724633238	1.63075872647879	0.261249129397884	6.24215946762116	1.53186642546785	0.288176789588433	4.31570617678328e-10	1.80864758206107e-08
Tenm4	121.761222823077	1.64835768344537	0.350139056187388	4.70772298695864	1.44795872549385	0.415782388134969	2.50499194403027e-06	4.35875396068442e-05
Slc6a1	17.905074423232	1.65592909475731	0.483334605479651	3.42605117859088	1.29837868851081	0.569883357251501	0.000612424975810838	0.00513242188025692
Cmah	1785.70326228916	1.65791243764866	0.486755969553554	3.4060443864084	1.10014093668726	0.790861230438964	0.000659114623302663	0.00545673720415323
Il31ra	28.6918180795929	1.67681138156638	0.505895029595142	3.31454409209811	1.27393234175108	0.6139235553968	0.000917927018640689	0.00722620999818796
Ctnnd2	125.888094537066	1.67892564115146	0.30859241096253	5.44059277386224	1.53675808186917	0.350939657620917	5.31035764442654e-08	1.4458604338031e-06
P3h2	604.622888496631	1.69697740746711	0.477250960148781	3.5557338783312	1.1954037405377	0.726184727422612	0.00037692546599801	0.00342777198434852
F5	459.481978437125	1.70560741023978	0.335553768384457	5.08296306267556	1.51655614544037	0.38631582575709	3.71591984786905e-07	8.02238318671258e-06
Tnfrsf17	24.8236548962499	1.71012374329369	0.429295452224736	3.98355895556621	1.45021371544287	0.488738105629278	6.78908191527219e-05	0.000791483513467733
Ccl7	10063.272802373	1.71467795513938	0.209163261672442	8.1977969813104	1.65916165717118	0.226132436247376	2.4483238151746e-16	2.73020040050426e-14
Bmp2	1072.79239722648	1.72668436046596	0.51857783433168	3.32965322879878	1.07870488171077	0.924951703536955	0.000869542046445621	0.00687909142727862
Dnm1	100.749342493114	1.72670137335226	0.266578781941932	6.47726484746404	1.6334625370449	0.286952390307301	9.3400170073686e-11	4.41979254990756e-09
Prr5	47.9245554137369	1.72969988904102	0.349690783575684	4.94636967939037	1.56213870640922	0.386685852156869	7.56103059880492e-07	1.53179551973261e-05
Dclk2	93.0358621766826	1.73335826278308	0.336483483105247	5.15139182103898	1.57038375997788	0.381119658758329	2.58560353593924e-07	5.79681464071412e-06
Plekhg5	1104.93142384693	1.74227955358027	0.273198322979307	6.37734351580274	1.63492959398702	0.312263723504294	1.8018600307665e-10	7.91337432690054e-09
Susd1	404.913552451898	1.74567147177617	0.121114591337903	14.413386962648	1.72877969966814	0.12319272811747	4.26282354596161e-47	6.07404990593463e-44
Cdkn2a	23.2483269597324	1.75210123972251	0.427703568367512	4.09653173203592	1.49144826965471	0.485420052074303	4.19386024471674e-05	0.000528830518960152
Fgfr1	1277.81163120867	1.75264813657755	0.273845620797312	6.40013205788959	1.64492962162275	0.312565621321279	1.55242622594548e-10	6.96094892361008e-09
Clec10a	3100.54012136589	1.75554879560798	0.143982845904159	12.1927635516842	1.73051276404048	0.149924828950703	3.39702688736438e-34	1.81514470014837e-31
Ccl2	14160.9008556846	1.7573858585127	0.346226297598852	5.07583008772157	1.57937706421392	0.404306043100907	3.85807946369519e-07	8.30134413463543e-06
Retnla	11135.12150397	1.76274977626914	0.138082938502185	12.7658767650085	1.74025748350492	0.143498038967214	2.54271339681777e-37	1.81154203337728e-34
Samd4	390.694944384644	1.80511055320781	0.315426574153138	5.72275991030305	1.67153153998872	0.365940829051016	1.04807328448754e-08	3.39406358592632e-07
Cnrip1	171.397117264881	1.80513330165535	0.301450323489917	5.98816176661269	1.68093436697802	0.339424898841724	2.12225930858913e-09	7.68809417326186e-08
Mapk11	81.9291904997928	1.80709550101331	0.368557828514369	4.90315321288274	1.60858774559892	0.428343873428289	9.43103668770306e-07	1.85781281848086e-05
Aldh1a2	325.154031836705	1.81768452431825	0.266971745826379	6.80852769154215	1.72346275427683	0.296643622222732	9.86026112383167e-12	5.59504374566449e-10
Selp	358.874225573448	1.82860463214256	0.339337968248486	5.3887416182192	1.67627889025719	0.381860151772318	7.09527264438484e-08	1.85693421207329e-06
Ric3	38.7146379327294	1.84248007952057	0.423532099682303	4.35027257887333	1.58565095904081	0.492607083201361	1.3596840764024e-05	0.000195696841703528
Egfr	269.144662797354	1.84792835915175	0.336249116344602	5.49571216495902	1.68253053543979	0.397370555110713	3.8913677683794e-08	1.09676703871862e-06
