baseMean	log2FoldChange	lfcSE	stat	log2FoldChange.shrunk	lfcSE.shrunk	pvalue	padj
Ecm1	3305.87991287111	-0.157948576295759	0.115304097587627	-1.3698435667104	-0.11828083239873	0.104971148538179	0.170735738997236	0.392667703891778
Mblac2	129.559672344194	-0.157912699211417	0.141667073681192	-1.11467467427741	-0.103582026796887	0.120931537923081	0.264989857543951	0.510858378404033
Jag2	429.345499130965	-0.15780716662857	0.118455704980543	-1.33220402220805	-0.117493121595023	0.105793958874932	0.182793155209191	0.409742950953096
Spcs1	1060.86228818605	-0.15771495942335	0.080698003090019	-1.9543849089725	-0.139377042227438	0.0769263338921191	0.0506557140428085	0.174672997280176
Ndufb10	867.721076876622	-0.157617621223222	0.096614611993934	-1.63140562250685	-0.129761546972765	0.0904359050927174	0.102804759303903	0.283596335124721
Kdm7a	6174.01354884514	-0.157420795752747	0.107542631588051	-1.46379899234527	-0.12190404292088	0.0995942311782045	0.143248877859338	0.352119920094273
Synpo2	84.8564799741087	-0.157344230776292	0.418532187615795	-0.375942963126964	-0.0255190625826682	0.168085113131511	0.706959299451871	0.858039566171758
Nudt18	243.45053688205	-0.157301262994618	0.130911948061441	-1.20158064503625	-0.110052148734982	0.11387091056138	0.229526044077271	0.468512129949216
Adam19	4615.06381124692	-0.157206106472934	0.0906532027333035	-1.73414839997905	-0.130582909166998	0.0869547287498251	0.0828917556905994	0.245781242769074
Foxred1	436.951603926923	-0.157079185415093	0.116906447611112	-1.34363149873149	-0.117457045568124	0.105057081400581	0.179067578519504	0.405089011741741
Cd274	2179.78426282473	-0.156961107282713	0.221280191396109	-0.709331939259487	-0.0681154145435622	0.147045961086658	0.478118512622529	0.706381544455221
Kcne4	55.143590234174	-0.15683778808775	0.321096163144997	-0.488444914917675	-0.0394272331664143	0.162003930771979	0.625234734430305	0.810054676993979
Tk1	453.224869614572	-0.156828585541284	0.131655512406869	-1.19120409524988	-0.107709862964022	0.115624921013927	0.233573472260159	0.473493450864156
Mtln	141.594756419307	-0.156721165256317	0.155987840146759	-1.00470116842997	-0.0958200055083624	0.127098848378595	0.315040765372318	0.56433618873231
Erlec1	596.847715067829	-0.156710313640286	0.0893458093512994	-1.75397497407087	-0.132019856320226	0.0842784030091483	0.0794347954230739	0.239237157469587
Emp3	3833.5525539885	-0.156686458977475	0.113495716162174	-1.38054954209537	-0.116933095900425	0.105247854955014	0.1674175068529	0.38830929786247
Gapdhrt2	165.37126752938	-0.156678416467478	0.157723655539106	-0.993372972062722	-0.0934627979526389	0.129162452060563	0.320528228036931	0.570025516065124
Golph3l	561.515227614603	-0.156631424640529	0.0874626655288654	-1.79083753843331	-0.132672552843279	0.0827014984123767	0.0733193694294136	0.226075401193268
Zfand2a	2268.76910514078	-0.156213267447521	0.0790078810799374	-1.97718588718346	-0.135419402240059	0.0767513895237615	0.0480206222578221	0.168670627180036
Lilrb4a	7201.60807662326	-0.156132936529319	0.110029210738968	-1.41901350996443	-0.118651538574377	0.102465048580504	0.155895077381802	0.371598229060267
Edem2	1080.199169893	-0.156034711137809	0.0669324936189245	-2.33122512999712	-0.141177655523076	0.0649550241837375	0.0197414917050768	0.0872982378020361
Elk3	2556.44217660388	-0.156033613467418	0.097243281544878	-1.60456960098994	-0.127481364365957	0.0900640862278015	0.108588555846386	0.293413324941858
Atxn10	1494.60556111034	-0.156010280631368	0.0897841937058627	-1.73761409655763	-0.131111059996831	0.084319914087094	0.0822788342788174	0.244642654948193
Rdh12	39.793187984878	-0.155977584167519	0.247811100478214	-0.629421296570336	-0.0565695587290635	0.153281674573518	0.529073279190439	0.744277724038853
Btbd9	812.956730455961	-0.155962251864834	0.091075335797232	-1.7124532179828	-0.129540104973946	0.0868019102992189	0.0868131788756941	0.253078473721732
Zfp189	39.4114899290613	-0.155928013894652	0.31885748100023	-0.489021030353495	-0.0398381834268114	0.161615845211348	0.624826808045966	0.810054676993979
Coil	107.254404298638	-0.155731625148199	0.205931786071733	-0.756229177238102	-0.0724668265732639	0.143907357519497	0.449511802121246	0.682597910053625
Tomm34	836.568320841384	-0.155683197930904	0.0712070053758935	-2.18634665380281	-0.139188193089232	0.0689596203019518	0.0287902533095646	0.11584757089484
Tmem177	49.7168343848991	-0.155672765332046	0.277384643480017	-0.561216235257308	-0.0482640113876422	0.157495821200375	0.574650136524716	0.779551562203877
Apeh	679.501222224658	-0.155643021748651	0.111613869931678	-1.39447742331598	-0.119128675065271	0.10069887564374	0.163173482464394	0.38205892625952
Med14	1458.4640683727	-0.15562988525205	0.064704219407839	-2.40525095080886	-0.141894131082714	0.0629766977064921	0.0161613634949853	0.074874756307692
Rps26	7022.86518912241	-0.155513221513023	0.0588575588457067	-2.6421962541922	-0.144995081726094	0.057964665933648	0.00823703114022186	0.0445139853949452
Fam216a	89.3971002265228	-0.155427038390683	0.297495832426026	-0.522451145359596	-0.0448984078290536	0.158957881163498	0.60135625349653	0.7972427571208
Slc25a25	1217.42776990939	-0.155422240671534	0.151196269579431	-1.02795023385073	-0.0991937942436781	0.123734198043849	0.303973238017393	0.553321902673534
Commd9	288.392625491247	-0.15521502885068	0.11281981677818	-1.3757780617199	-0.117936422960613	0.102326919860481	0.168890355493082	0.389962174800734
Cux1	3451.76789908264	-0.155149841204575	0.0592826794836035	-2.61711924218079	-0.143161393110956	0.0583826458392075	0.00886753579614144	0.0472444034273859
Kantr	119.915753084319	-0.155035558658772	0.158308724791632	-0.979324158304171	-0.0935397780700487	0.128009400549717	0.327419837422206	0.576956294490736
Slc25a53	90.2661025079323	-0.154899932029371	0.19341759149196	-0.800857516808702	-0.0758459369249931	0.141419217182613	0.423214136853313	0.661111316313819
Zfand4	46.9002675837087	-0.154876893963503	0.257432948395242	-0.601620324550365	-0.0532315820834646	0.154430854926266	0.547426896711605	0.759515581892202
Cog2	491.067530059547	-0.15483428192726	0.0981393312125627	-1.57769856401303	-0.125650587710078	0.091182417597706	0.114634876356963	0.303415362470412
Asxl2	1593.64943125128	-0.154812133161665	0.0840534107498595	-1.84183047160788	-0.132181782605863	0.0806678361904336	0.0654999513520367	0.208844200929517
Xpr1	2769.71234770017	-0.154531832781378	0.0700212847490232	-2.20692655576465	-0.138705715298239	0.0682185177168405	0.0273191908093826	0.111238065130319
Herpud1	7351.18851228728	-0.154475365817281	0.151481571746942	-1.01976342096147	-0.0940890859277621	0.127601673347126	0.307840675181574	0.557512896275739
Cdk2ap2	1234.08462162192	-0.154396308560239	0.10016822208886	-1.5413701605213	-0.123990256217973	0.0924912251975124	0.123226722061466	0.318664949327735
Abhd13	515.870359684854	-0.154298695763454	0.115688421428329	-1.33374363534768	-0.116102714904257	0.103714713543266	0.182287888935074	0.408967790011089
Mapk8	696.176011081264	-0.154234970527771	0.1027760197154	-1.50069024812274	-0.122728912843614	0.0946464379254948	0.133435696526951	0.335986525085729
Btf3	4189.5298244656	-0.15422254237539	0.0437589582838259	-3.52436503115736	-0.147678416944483	0.0432752467362456	0.000424499012962308	0.00377254008470453
Gm3055	52.8250172967669	-0.154218482525734	0.323449126733671	-0.476793627743252	-0.0367184646145618	0.162956636049459	0.633509083773472	0.814853100947482
Rrp8	230.644359570332	-0.154175633363568	0.12892292686157	-1.19587444310128	-0.107895095333774	0.113293414952781	0.231745559779205	0.471506434810175
Gtpbp4	962.89909111756	-0.154153533139121	0.0808551593287447	-1.90653922914624	-0.133131158659869	0.0778872232028417	0.056580281064551	0.188121733049469
Sf3b3	1960.14172857712	-0.154105210948687	0.0561900181357453	-2.74257272130427	-0.143710958079549	0.055084445021598	0.00609599500967214	0.0348839982168833
Gstt2	129.013587537211	-0.154024094466278	0.161740775133987	-0.952289825114808	-0.0910077158278954	0.12933804693661	0.340950016600874	0.592035128259959
Rnf215	517.885492216792	-0.154022083633149	0.122763238046283	-1.25462708612395	-0.112081157567702	0.108215206784462	0.209614165960671	0.443983053558968
Zfp1007	32.0421297101301	-0.153967162912215	0.356117865871972	-0.432348886892318	-0.0296898262669768	0.166303062188504	0.665487861137093	0.835377479563633
Zkscan7	69.0561629049965	-0.153941737341156	0.208271537292899	-0.739139583555589	-0.0697380647583336	0.14492247876525	0.459822242765037	0.691399673232692
Llph	584.233549404436	-0.153920273430805	0.0917232462885406	-1.67809448159528	-0.12811896955851	0.0860646932919762	0.0933286558753047	0.265729725343008
Rsph3b	483.657794019861	-0.153877694997765	0.112658232275692	-1.36588060978271	-0.117038808730823	0.102005398502969	0.171976439717071	0.394389460467046
Fblim1	1408.41828861811	-0.153865191976368	0.106791487025816	-1.44080016358581	-0.120578338492023	0.0994536302435137	0.149641147239494	0.362280172210547
Gan	1250.12362325075	-0.153860444034357	0.065036260293033	-2.36576401135474	-0.14010275993233	0.0631285049335653	0.0179929093523634	0.081332770368244
Fundc1	782.552347875284	-0.153776961980449	0.0660391791107212	-2.32857167595356	-0.139501907915666	0.0643214411944317	0.0198817680185787	0.0878276931003282
Tmem176a	13300.5951518899	-0.153750454451795	0.124433859713365	-1.23559981829673	-0.108194884592514	0.112726241471633	0.216607352287018	0.453077975540122
Tram1	2537.94738963532	-0.153729213115406	0.0568954270753372	-2.70196079048405	-0.146344818352787	0.055810488848045	0.00689318907835296	0.0383672989326382
C9orf72	1094.99516797007	-0.153683441211356	0.104121745864289	-1.47599754437142	-0.120400163512315	0.097616981887057	0.139944551453566	0.346707452379074
Cmc4	58.5846599298339	-0.153679991421063	0.214625995638892	-0.716036242318143	-0.0671854782180113	0.146267169538	0.473968970538535	0.703004635459886
Ngp	80.7842443078473	-0.153654650035782	0.297100714970796	-0.517180344217233	-0.0445044635837685	0.158885994267141	0.605030271800246	0.799092995719642
Ddx47	805.653149087963	-0.153607424270241	0.0746667137499005	-2.05724099208057	-0.135870769488104	0.0717145594808973	0.039663050260061	0.146497395315387
Lpgat1	2239.73224074663	-0.153295075814162	0.0774625114166595	-1.97895824716565	-0.134044597684427	0.0746888755457509	0.0478207073654416	0.168152660064278
Bcl2l1	1083.69620624682	-0.153273812786498	0.154722511702679	-0.990636792925361	-0.0952076491266563	0.125000595738006	0.321862965039656	0.571685687488718
Ccbe1	52.8392475490143	-0.153089623944813	0.385237709254347	-0.397390027682202	-0.029353305509885	0.166136581490084	0.69107986814369	0.84742913790906
Mvk	210.461709569926	-0.153045920134335	0.156186117604601	-0.979894516116882	-0.0935389868130316	0.126548698731137	0.327138190193579	0.576874351160867
Chuk	1260.83645026711	-0.1529914615436	0.0898141401493017	-1.70342288295892	-0.128228279552719	0.0841228687179079	0.088488958386951	0.256269597576569
Abca7	1922.75044821158	-0.152989233355447	0.0601595287530612	-2.54305903863421	-0.141153554946163	0.0586815852290495	0.0109886660246174	0.0560312735982879
Zfp747	165.792395793856	-0.152930082241024	0.153451025625952	-0.996605148888368	-0.0948216710392913	0.125353549309667	0.318956205739791	0.568096442000983
Top1mt	89.134575837267	-0.152864264447479	0.19013231226696	-0.803988878191553	-0.0768759118239737	0.139656089576818	0.421403398187827	0.659919059514067
Rbm19	493.400910908806	-0.152807894641144	0.101792568173321	-1.50116946043604	-0.121295286161125	0.0948406882050111	0.133311736743298	0.335771745020811
Fam204a	411.610070750971	-0.152741719923526	0.105631860101798	-1.44598154170842	-0.119406150785099	0.0975072423353738	0.148182379084384	0.359427053031614
Fpgt	210.555839380221	-0.152739287699981	0.138704190709333	-1.10118725987205	-0.102166526464385	0.118066225729096	0.270815165361032	0.517227148293578
Pld4	15113.1187662605	-0.152687141345539	0.0968160440939249	-1.57708510789195	-0.129123118321702	0.0924550257588582	0.11477594335035	0.303544379774158
Ocel1	310.559406006459	-0.152665804793499	0.100806072832664	-1.51445047409914	-0.122215149302853	0.0933760191317208	0.129911625910087	0.329963693933642
Tep1	3971.58437451225	-0.152573435644278	0.0722058559065994	-2.11303409853125	-0.135673860952571	0.0701452786364013	0.0345978494609037	0.132640604330831
Ptrhd1	203.946865232467	-0.152536637397891	0.127669408125818	-1.19477829213062	-0.107203232979866	0.112442466220348	0.232173663845358	0.472152722035026
Cdc14a	394.31481564559	-0.152510740555366	0.129067926630505	-1.18163159924288	-0.106287020396831	0.113417074239642	0.237351909655257	0.477458963046121
Idh3b	1727.35964196252	-0.152503918665491	0.0671882554496228	-2.26980024477399	-0.13819809738395	0.0651319037947033	0.0232197057242945	0.0986972178350522
Kctd5	437.185806074248	-0.152482541117494	0.12216848946571	-1.24813314615216	-0.116213329576666	0.108831857694588	0.211982301549715	0.446968272784208
Disc1	253.659023544375	-0.152441439738998	0.135795929940796	-1.12257738361863	-0.101728753316269	0.118075619228661	0.261617025163693	0.506617972211237
Abca1	14765.6023651437	-0.152390233442292	0.137166397565004	-1.11098808562114	-0.0996690833632687	0.120200637226395	0.266573477739831	0.512447650807315
Mapk13	21.7589360348787	-0.152347814454674	0.507495805398969	-0.300195219022362	-0.0183107385192019	0.171849134449157	0.764028251670466	0.890394247493825
Cdc5l	1208.28864676419	-0.152334249098067	0.0756848845245861	-2.01274336421273	-0.134207421883045	0.0727199180075845	0.044141634849132	0.159021145067552
Tmem104	1493.42450860393	-0.152332116951416	0.10299217212578	-1.47906499889505	-0.120671619041879	0.0958487727403161	0.139122943669277	0.345557356113656
Thg1l	133.453809354118	-0.152155361737743	0.162861201537736	-0.934264025446771	-0.0885555387609531	0.130236557818975	0.350167716359865	0.60090335803545
2610318N02Rik	16.0634771284058	-0.152117243018813	0.45125053494085	-0.337101523965512	-0.0212989178975119	0.170197214010414	0.736040368641186	0.875787583099418
Gfm1	556.473324589531	-0.151803181797597	0.0997906022931267	-1.52121721193432	-0.122254487759477	0.0921622463754838	0.128205337549332	0.32725024855347
Slc38a2	10632.0077382537	-0.15172273420681	0.0758102688216475	-2.00134805699945	-0.133624048246341	0.0739142138583153	0.0453548941944884	0.161819753581827
Rpn1	3830.260333567	-0.15162687254129	0.0778999018653361	-1.94643213804562	-0.132451016309536	0.0740986808569504	0.05160285224915	0.176609281356578
Nars1	3291.35227408627	-0.151588584713273	0.0758135928638107	-1.99949084309435	-0.133228197308925	0.0733081100098494	0.0455552716436886	0.16226471842597
Trim11	736.545346671766	-0.151570906026945	0.089606119977023	-1.6915240394943	-0.127106889865353	0.084170295345199	0.0907367604501484	0.260024182349207
Camta2	2958.01131839958	-0.15154100281747	0.0680318330478175	-2.22750139204622	-0.13636723697664	0.066466644824731	0.0259137828768211	0.107095827139012
Atg13	710.474816630395	-0.151461737391256	0.0829635671939737	-1.82564157393485	-0.130184598379553	0.0786385184421317	0.0679042691998814	0.213904285978698
Mnt	2345.76797753241	-0.151384166278286	0.0840038157659483	-1.80211059340535	-0.128702340701289	0.0808078239242276	0.0715280073498703	0.222100524516885
Pick1	182.775919571438	-0.151352974168129	0.130522889769539	-1.15958951288444	-0.105520498970672	0.113292910030377	0.246215972758272	0.489910571707073
Coq7	114.154157245245	-0.151236267816365	0.190350103667811	-0.794516340691335	-0.0757252332429926	0.139361739124216	0.426894899893529	0.665269193855221
Cct3	1753.93535337795	-0.151118179395714	0.0533531138791045	-2.83241536263733	-0.141774764370246	0.0523616183769942	0.00461977945832445	0.0277619736520866
Synj1	4869.60309444063	-0.151064969022292	0.113953315844975	-1.32567418422299	-0.112770573789647	0.104443139800159	0.184947642050394	0.411693900651668
Eif2d	365.908734753902	-0.150956273564477	0.159552886301077	-0.946120606553126	-0.0911245200262068	0.127247613427978	0.344087074538292	0.595335295850701
Slc35a5	571.473935634289	-0.150901493195751	0.0861342743143462	-1.7519331810359	-0.127853208091343	0.0818551079728822	0.0797852982065625	0.239842162259953
Rapgefl1	17.1118946401323	-0.150761708803586	0.407952716027159	-0.369556820878106	-0.024537007825019	0.168489905170169	0.711712728737046	0.860788642085015
Zmiz2	5443.18471259928	-0.150699145911216	0.0729077275076232	-2.06698454420293	-0.133229499949809	0.07115616420425	0.0387356103525986	0.144067710893771
Tada2a	145.962705054374	-0.150683652070352	0.133724154149463	-1.12682449202059	-0.102546038114445	0.115828349819004	0.259816693110136	0.504108103006172
Dok1	568.042349986079	-0.150671681039332	0.0924395263818088	-1.62994864790851	-0.124485407874347	0.0871522418129784	0.10311235068158	0.284184995731911
Adipor1	3822.67160723399	-0.150552674698516	0.07149326879033	-2.10583006268807	-0.142977735836974	0.0688455573292556	0.0352191164585444	0.134459645568435
Ahcyl	10.3469257398322	-0.150538827647954	0.5529640686414	-0.272239800350535	-0.0141466364190628	0.173922807944513	0.785437640841386	0.901132536014315
Fxr1	1750.39676364136	-0.150521615967254	0.0555299641525506	-2.71063772981636	-0.140401194703889	0.0543421476660061	0.00671539522047981	0.0376524624387432
Fcf1	416.844282492355	-0.150521011141003	0.0937827596362645	-1.60499660838301	-0.123958718410824	0.0877415170480328	0.108494551071295	0.293282909556975
Ifi205	301.202121204647	-0.150504185488916	0.288828104450027	-0.521085667115043	-0.0454899183276816	0.157537782358992	0.602307095074994	0.797443071465306
Hmbs	243.842550625128	-0.150475781772402	0.156512684858604	-0.96142866572345	-0.0903499511814465	0.127662025424012	0.336336676745995	0.586747591156393
Cox17	664.832530480508	-0.150311982651258	0.0789129304567448	-1.90478267352712	-0.130760661466006	0.0756322682130002	0.0568083270481088	0.188489000275536
Rpl38	2245.50560089565	-0.150254413670691	0.074339581545798	-2.02118993067138	-0.132412839806953	0.0722728569305088	0.0432601076639594	0.156833947214519
Rpl23a	11272.0152967902	-0.150108431997455	0.061605138489574	-2.43662193897769	-0.137635501699937	0.0606277360214867	0.0148251700723833	0.0702579382883382
Tmem126a	213.234932099694	-0.150036025452538	0.127308217891284	-1.17852584803805	-0.106302121850363	0.11103587108377	0.238587033850769	0.478966831888268
Ppfibp1	1573.47429351439	-0.149996034615001	0.105249840973142	-1.42514262471216	-0.117612590382604	0.095567862897789	0.154115977487337	0.369006635803271
Hmg20b	903.140588220903	-0.149913130428335	0.0851450296967169	-1.76067975972666	-0.127627348435978	0.080715169797215	0.0782926203882563	0.236352298460216
Coq10a	285.53004094961	-0.149868661574205	0.0984653889119568	-1.52204407284889	-0.121113439046712	0.0916340800287985	0.127998037910107	0.326786151335699
Aebp2	1661.97887998986	-0.149789958911188	0.0703078567064283	-2.13048677527802	-0.135811545463531	0.0681860502198815	0.0331314464857359	0.128361833756217
Nit1	354.784513351521	-0.149685166785917	0.115616659555307	-1.29466780446388	-0.112479576466838	0.103405762610646	0.195434850936391	0.426190632403503
Ddx18	604.433148387792	-0.149641264496721	0.0875758655018497	-1.70870437464944	-0.126014824554146	0.082971709442659	0.0875057233736453	0.254385254540259
Syk	12076.9376551502	-0.149609405504957	0.130782554057329	-1.14395537373719	-0.10243552390786	0.114750367156078	0.252642144733545	0.496457686800948
Tasp1	87.3734955322528	-0.149545617390113	0.179162374219421	-0.834693210790806	-0.0794113080026755	0.136093249496561	0.40389046523248	0.645384350320488
Cfap20	441.794112061603	-0.149494439840259	0.120052871556044	-1.24523835125818	-0.109672166923656	0.106405607702734	0.213044149163844	0.448175552637325
Slc35e2	381.565286619685	-0.149493532040204	0.0898969960511274	-1.66294246311837	-0.124856172806537	0.0846397922708736	0.096323953345317	0.271545037964464
Srebf1	1315.57206329224	-0.149431225060656	0.12100869094011	-1.23488010571581	-0.114452919375431	0.107064891734333	0.216875128529583	0.453334416994845
Mocs1	532.107632632398	-0.14938931416156	0.116040308630062	-1.28739156182198	-0.1135519116146	0.103591666692891	0.197957843961627	0.428964412126379
Sh3kbp1	2075.96718460208	-0.149375227452977	0.0755741528873869	-1.97653856174295	-0.13101813128049	0.0734027590068354	0.0480938127656558	0.168692733349164
Sugt1	995.416757005035	-0.149300521624123	0.0874295572099972	-1.70766645043755	-0.126042477751182	0.0820760307112431	0.087698250696218	0.254616791244804
Gbp4	1085.75030460939	-0.149296856214564	0.549460681789179	-0.271715267648299	-0.0149923119483096	0.173189132930811	0.785840960934537	0.901236315777544
Rpl31	7601.89391240131	-0.149260775292644	0.0492069701031138	-3.03332586785707	-0.142603167329632	0.0486884950645869	0.00241874257539848	0.0162058279973407
Nedd4l	787.05186956857	-0.149197302877791	0.120433876240066	-1.23883169367056	-0.109662735102607	0.10622600731035	0.215407834004778	0.451444690844463
Cfap418	87.1428324829387	-0.148937719081124	0.199177849149761	-0.747762463129815	-0.0712446749280073	0.14175601308359	0.454603447225009	0.686913468506364
Rps5	9980.839383526	-0.14891875104501	0.0686481274249129	-2.16930536390664	-0.133594286576987	0.0671888340252971	0.0300595082797976	0.119197011187423
Gm14434	38.4018793568078	-0.148825448073481	2.44918443657972	-0.0607653085862798	-0.000250244292506189	0.181765614732208	0.951546118981784	0.98005199821881
Eif3j2	205.602651844677	-0.148786837835802	0.151873720821318	-0.97967467334821	-0.0907737093736778	0.125946203728082	0.327246731664913	0.57693319863498
Calm1	21536.7674363451	-0.14873848593849	0.0790226500604806	-1.88222599248003	-0.129756976382381	0.0751390062693752	0.0598053379461917	0.195948812933562
Wdr24	283.129105363265	-0.148685379092336	0.112660832018659	-1.31976106006132	-0.112682419886784	0.101689555557261	0.186914806421221	0.414599281403372
Itga4	8928.12566477917	-0.148606009985324	0.0989920525951331	-1.5011913187931	-0.118468428490202	0.0919268757460196	0.13330608467986	0.335771745020811
Mylip	1647.96517198679	-0.148602594790148	0.147478017520374	-1.00762538911684	-0.0913555088928089	0.125378580575513	0.31363433563314	0.562838891709961
Nxt1	138.60464577482	-0.148459605159426	0.191541941016793	-0.77507622806438	-0.0742054213163098	0.139240077125563	0.438294617545578	0.674139927159181
Alg10b	1224.80897948447	-0.14840840377742	0.10026508405973	-1.48016036857865	-0.11871409077981	0.092026920710048	0.138830454085289	0.344998115843448
Ppm1m	888.976440339487	-0.148324216345753	0.0817262057067841	-1.81489174816103	-0.127635655948089	0.0779630234843801	0.0695405469124071	0.217659089361364
Nol6	719.263252556226	-0.148260062937139	0.0689917790067681	-2.14895260089748	-0.133069886896096	0.0667706142436542	0.0316381574777666	0.123999917938533
Fndc3b	2405.35029758378	-0.148256832855309	0.0559694936162406	-2.64888644288697	-0.137990885808164	0.0547897577410344	0.008075746189687	0.043808531783649
Smpd2	241.009491908556	-0.148111801765492	0.13314457670554	-1.11241332865591	-0.101899995793662	0.11422655811863	0.265960476434673	0.511806294987732
Prorp	144.16610363266	-0.14799297124431	0.144906388606914	-1.02130052834157	-0.0948739020059079	0.121394417764205	0.307112076190133	0.556640584699599
Sars1	1200.92550034603	-0.147964794059065	0.0958504404212612	-1.54370489492549	-0.120576202630878	0.0887737969295807	0.122659839949592	0.317455052979528
Abcf1	1721.44042619729	-0.147957229099452	0.056334873479493	-2.62638788304568	-0.137708726632519	0.0550182218299718	0.00862964164506345	0.0463233672902025
BC004004	1204.42074198536	-0.147859057742296	0.0587684001824767	-2.51596193333818	-0.13681026098446	0.0575762606456701	0.0118708003406383	0.0594088626928216
Btbd1	1886.55723580491	-0.147766377935325	0.0925687856965475	-1.59628731027889	-0.122079990189385	0.0866840718519465	0.11042466193917	0.296484467952003
Rer1	1714.86703247747	-0.147730663189812	0.0569410527368837	-2.59444910287229	-0.147809680258374	0.0559109995530607	0.00947426401245493	0.0497817292462451
Vamp8	2316.25231750776	-0.147609643193302	0.0841110806785919	-1.75493694769365	-0.125903239129686	0.0791358228786688	0.079270093403493	0.23890944249269
Klf13	3507.240804955	-0.147595614364524	0.0744549538610075	-1.98234780509105	-0.130395826642471	0.0714099208052517	0.0474403270326093	0.16727378440093
Rspo1	34.5413407537091	-0.14754678702755	0.508528066773179	-0.29014482516923	-0.0176277761217267	0.171781572147269	0.771705444454408	0.894787578633213
Faim	358.757052785012	-0.147510205728742	0.0939763527455977	-1.56965237976478	-0.121038839081708	0.0881538875551737	0.116496005477045	0.306575984863047
Ldlr	3384.58528820383	-0.147450350204204	0.091184397819412	-1.61705679623201	-0.122405258760432	0.0854869255803229	0.105866021568107	0.288571357079056
Pfdn5	2499.91491920901	-0.147386308961236	0.0596884976382296	-2.46925814508753	-0.135881220585709	0.058467485768213	0.0135393507250314	0.0655202391312465
Fam241a	170.788382460129	-0.14730456134686	0.180366433523508	-0.816696091779522	-0.0779997387048374	0.135689203947534	0.414102125329695	0.653400197732685
Pard6b	191.055782708465	-0.147144222289548	0.317756276461908	-0.463072591131612	-0.0384308249566796	0.160692545897141	0.643312335562234	0.820389557602436
Pgam5	387.192212935061	-0.147062216701777	0.101692065338751	-1.44615232478455	-0.116791100431361	0.0939817670661086	0.148134482315272	0.359378850021007
Abracl	1025.06181691927	-0.147054950218122	0.0756849485284541	-1.94298804554033	-0.129067255888293	0.0730794680345501	0.0520176027251496	0.177319380781345
Wtap	1560.61475794354	-0.147040081353552	0.0623951478452174	-2.35659480635115	-0.133625616723644	0.0606169797608754	0.0184433590627823	0.0829304476231136
Arhgap42	148.1295828101	-0.14694895453515	0.479845685147942	-0.306242108835143	-0.0192808796985959	0.170687872679367	0.759420313321634	0.887522537022947
Cebpz	1001.83855383003	-0.146947611804844	0.0711857982151312	-2.06428270089425	-0.13084872850758	0.06859133777714	0.0389909202358203	0.144591493866533
Tapbp	7423.35711363253	-0.14691455213188	0.0907435091077737	-1.61900893602642	-0.125826085251183	0.084496061876302	0.105445340450325	0.287953800241688
Tmem143	171.705572277811	-0.146891999327467	0.149360062539212	-0.983475748672121	-0.091553142595889	0.122845021703652	0.325373345297922	0.5753914964782
Ebpl	168.458612836021	-0.146859204535976	0.160730072474473	-0.913700854327057	-0.0855615894766632	0.129338858742725	0.360874054994456	0.610373104886429
Tspan14	2073.2990255566	-0.146855926297002	0.0742188746842862	-1.97868705126157	-0.130994836065973	0.0709990828730796	0.0478512517412515	0.168213939783391
Mob4	782.954914238946	-0.146764034643253	0.0995202185567587	-1.4747157589847	-0.118605411697061	0.0916233464923159	0.140288977473604	0.347151886055273
Exosc2	235.836435376725	-0.14673522873464	0.151429410061459	-0.96900086102882	-0.0914754734506742	0.123814581442058	0.332544759577397	0.582271162864629
H2-K1	44700.7492321838	-0.146718129664808	0.0771369117412509	-1.90204827174001	-0.126713717048595	0.073147010580869	0.0571648441462093	0.189314753216881
Tnfrsf18	20.9251547407665	-0.14659989813577	0.361583517441961	-0.405438553098044	-0.0306447278949345	0.164776255418152	0.685155176968156	0.845276855925644
Nkd2	79.6040096774861	-0.146598640855768	0.538175489985465	-0.272399326211842	-0.0158612673217141	0.172739693229573	0.785314990724583	0.901132536014315
AI467606	357.999685958871	-0.146574920427757	0.0894343787148592	-1.63891025502706	-0.122416843795773	0.0842616343020051	0.101231951657758	0.281132832594282
Nudt14	148.340000903932	-0.146557185673995	0.157034662637673	-0.933279208630181	-0.0884476103921355	0.126564184472348	0.350675827181524	0.601292526778428
Man2b2	3460.99904301831	-0.146461957474203	0.0674422612063523	-2.17166439639495	-0.133219023147847	0.0660245669330039	0.0298809858854733	0.118672580673679
Tmem208	368.677007434872	-0.146453318081773	0.102713827552144	-1.42583838585339	-0.115776321190346	0.0946634551632254	0.153914997871052	0.368797820010907
Oxld1	22.1862811621314	-0.146318115624148	0.365602524381058	-0.400210900818739	-0.0293733023038671	0.165461891879415	0.689001186384243	0.846914085545053
Brcc3	413.139340523087	-0.146316998724312	0.103357532379681	-1.41563943483887	-0.115599110019324	0.0945886317355909	0.156881099207625	0.37270978025623
Ccdc12	922.635396217764	-0.146259461688491	0.079553794993206	-1.83849760656901	-0.126797010959623	0.0758657228424107	0.0659891142171377	0.209830002658213
Zfp975	58.5563735514909	-0.146215376460852	0.290922603453881	-0.502592011500513	-0.0422172546673948	0.158399876601276	0.615251146910708	0.80502523017121
P4hb	10815.976315211	-0.146157859930375	0.041435890853195	-3.52732515027139	-0.141714263943426	0.0409105021993676	0.000419780914704835	0.0037461868129261
Iftap	116.259563621217	-0.146134385476307	0.185701318023653	-0.786932408620243	-0.0743578310586568	0.137589143842051	0.431321434574801	0.668549993919907
