,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
2510009E07Rik,9.84577149285408e-22,-1.50731373554902,0.172,0.429,1.41621577153213e-17
Lrrfip1,1.1039105227812e-21,-0.989064573702618,0.563,0.737,1.58786489596848e-17
Cd38,1.70936052752798e-21,1.28135106106541,0.547,0.277,2.45874418279625e-17
C6,2.34319202030311e-21,4.4399573408463,0.2,0.025,3.370447402004e-17
Mmp9,2.96883916539802e-21,1.26568896672436,0.591,0.332,4.27037825550851e-17
Ly6a,3.33419941755895e-21,5.51296942867493,0.189,0.019,4.79591244221679e-17
Nfkb1,4.04955519883655e-21,-0.867529224339004,0.949,0.975,5.8248801980065e-17
Nlrp3,4.08717981238746e-21,-0.730243180401283,0.777,0.905,5.87899944213812e-17
Ighm,4.36701498317861e-21,1.08218178949247,0.628,0.385,6.28151435180412e-17
Gbp2b,7.79144863082035e-21,5.53428604259988,0.165,0.009,1.1207219710572e-16
Fgf13,1.3087443205561e-20,-2.3616880093769,0.042,0.233,1.88249783068789e-16
Rgcc,1.37910502837422e-20,-1.58619397542705,0.165,0.41,1.98370467281348e-16
Tnfaip2,1.91274096727705e-20,-1.07475416594306,0.388,0.636,2.75128660733131e-16
Lpcat2,6.98196487436675e-20,-1.07098896873605,0.195,0.443,1.00428582752891e-15
Mef2a,7.69529732241878e-20,-0.661161370798398,0.782,0.898,1.10689156685672e-15
Arhgap22,8.94936950704549e-20,-1.32137282874686,0.381,0.638,1.28727730989342e-15
Pdlim7,1.49883729005662e-19,-1.91739917281977,0.072,0.276,2.15592755801745e-15
Slamf8,2.05280002574921e-19,1.17802369955253,0.454,0.208,2.95274755703766e-15
Clec4a1,2.30614286252695e-19,0.987813077014252,0.677,0.473,3.31715589345877e-15
Bcl2a1b,2.33826031819348e-19,-0.758757702405991,0.695,0.829,3.36335364168951e-15
Maf,2.55813231222438e-19,0.777232775701427,0.781,0.588,3.67961751790354e-15
S100a6,4.01444607869224e-19,-1.14083365338805,0.34,0.567,5.77437923959092e-15
Dclre1c,4.11812478787749e-19,1.19505845341585,0.7,0.468,5.92351069488298e-15
Sulf2,4.15111517929702e-19,-0.98642621341696,0.44,0.657,5.97096407390083e-15
mt-Nd3,4.58067657706867e-19,-0.567621133054425,0.939,0.959,6.58884518845558e-15
Plbd1,9.49571951420872e-19,0.873629994743523,0.758,0.548,1.36586429492378e-14
Mrc1,1.07095742160856e-18,0.654438655103142,0.949,0.857,1.54046515524176e-14
Syngr1,1.17353391171835e-18,-1.98856397726136,0.084,0.284,1.68801117861567e-14
Slc7a2,1.24443533718876e-18,-3.35179275329665,0.033,0.2,1.78999578901231e-14
mt-Atp6,1.70274891133775e-18,-0.373277213472643,0.998,0.993,2.44923403406822e-14
Psmb9,2.23296531372813e-18,1.16532246517641,0.572,0.362,3.21189730726654e-14
F13a1,2.27700858559688e-18,0.958293067798644,0.76,0.555,3.27524914952256e-14
mt-Co1,2.49195741847142e-18,-0.367557308437855,0.998,0.993,3.5844315507293e-14
Fam129b,3.05887492206736e-18,-1.02717275888684,0.405,0.643,4.39988568790169e-14
Folr2,3.24724363258117e-18,0.985861479641644,0.684,0.505,4.67083524110476e-14
Cd209g,4.05016970896324e-18,1.84347130712632,0.382,0.166,5.82576410937273e-14
Ell2,4.61184561514422e-18,-0.988100011471731,0.695,0.845,6.63367873282345e-14
Mpp7,4.70701031778858e-18,-0.796163450055833,0.667,0.825,6.77056364110709e-14
Aif1,5.83273813068414e-18,0.896957289569547,0.791,0.657,8.38981052717607e-14
Ggta1,7.14351843070676e-18,-1.31332798953455,0.123,0.336,1.02752369107286e-13
Iigp1,8.28169684650714e-18,4.25889613137617,0.17,0.021,1.19123927440159e-13
H2-Q4,8.91157141580831e-18,1.05384655093234,0.609,0.396,1.28184043244987e-13
Tap1,1.08959277216376e-17,1.71003617682755,0.414,0.205,1.56727024348035e-13
Tnip1,1.15165722517992e-17,-1.37710734539406,0.328,0.535,1.6565437526988e-13
Nfkbia,1.27235749116826e-17,-0.534169467594887,0.916,0.942,1.83015901529642e-13
Plec,1.39650189166625e-17,-1.06738936359716,0.347,0.572,2.00872832097274e-13
Pde4b,1.53223717668226e-17,-0.643239282966293,0.84,0.917,2.20396995493976e-13
Marcks,1.77728610161897e-17,0.659768006227963,0.889,0.792,2.55644832856873e-13
Fgl2,2.07527106446066e-17,1.11060083276167,0.612,0.394,2.98506989912021e-13
H2-Q7,2.83534301998715e-17,1.21620778745744,0.632,0.466,4.07835739994952e-13
Cspg4,3.44001899805063e-17,-4.22770456140957,0.009,0.14,4.94812332679602e-13
Ehd4,3.60555399669206e-17,0.785002475946152,0.83,0.717,5.18622886884186e-13
Rsad2,5.13476112110312e-17,2.06175351940231,0.17,0.023,7.38584039659473e-13
Clec4a3,5.14064447727993e-17,0.856530937376737,0.749,0.59,7.39430301611945e-13
mt-Co2,6.38564153608007e-17,-0.320888576137236,0.998,0.995,9.18510678549757e-13
Tgm2,8.75689627029377e-17,-0.967673990758774,0.235,0.475,1.25959195951906e-12
Fmn1,9.26449983565892e-17,-1.29279204751892,0.354,0.564,1.33260565636118e-12
Aoah,9.8757002534969e-17,1.04889476729407,0.812,0.652,1.42052072446299e-12
Cfb,1.01691945555349e-16,4.23822576044043,0.137,0.009,1.46273694486815e-12
Lifr,1.02112746644881e-16,1.22309512034675,0.481,0.253,1.46878974773997e-12
Rftn1,1.69988657178378e-16,-0.779055297867014,0.642,0.816,2.44511684485379e-12
Havcr2,1.70634305501722e-16,-1.40797431231702,0.109,0.309,2.45440385033677e-12
Ldlrad4,2.15558233780538e-16,-0.999692041759687,0.528,0.723,3.10058963469926e-12
Ifitm6,2.68765618165852e-16,2.35596767977873,0.204,0.044,3.86592465169762e-12
Bcar3,3.01793194839864e-16,-1.23345663193102,0.189,0.403,4.3409933145766e-12
Snx5,4.53632167624165e-16,0.608558886621065,0.853,0.714,6.52504509910599e-12
Lsp1,4.96814644393727e-16,-1.20378294619701,0.289,0.496,7.14618184495937e-12
Bcl2l11,5.18692101627817e-16,-1.46336819820987,0.37,0.567,7.46086718981452e-12
Nrros,5.8084677420947e-16,0.76723818320701,0.875,0.717,8.35490000022902e-12
Cd52,6.3376765006045e-16,0.765685670623624,0.837,0.765,9.11611387846951e-12
Bhlhe40,7.1819412669664e-16,-1.62870638930819,0.177,0.376,1.03305043184045e-11
Serpine1,7.41348659796524e-16,-1.74033991687754,0.075,0.251,1.06635591225132e-11
Lrp1,9.15278054432413e-16,-0.824759026213209,0.568,0.7,1.31653595349558e-11
St3gal1,1.11679413866393e-15,-0.750542044568868,0.646,0.806,1.60639668905419e-11
Cd2,1.19035994438015e-15,-1.98849846994658,0.079,0.253,1.7122137439964e-11
Cd209f,1.32412344010337e-15,1.7145649705336,0.412,0.217,1.90461915624468e-11
Lrrc25,1.50118370292039e-15,1.06151384761169,0.519,0.309,2.15930263828069e-11
Ptpn18,2.03788867814773e-15,0.72352436036312,0.812,0.724,2.9312990746477e-11
Irf7,2.44274528370916e-15,3.35369923979849,0.188,0.041,3.51364481608725e-11
Ly6e,2.58271137520533e-15,0.798794005397291,0.835,0.739,3.71497204209535e-11
Cd209d,3.00228905351675e-15,2.60928077283725,0.181,0.037,4.3184925745785e-11
Cbr2,3.1976776891904e-15,0.883272088132756,0.623,0.426,4.59953958813147e-11
Ckap2l,3.20230029783787e-15,-1.95934841138413,0.137,0.325,4.60618874840999e-11
Ccr5,3.54949374462034e-15,0.894099345164295,0.698,0.518,5.10559180226189e-11
Frmd4b,4.43201579923634e-15,0.807139535729874,0.851,0.703,6.37501152562155e-11
Abr,6.6794354320505e-15,-1.21808376367555,0.295,0.509,9.60769992546143e-11
Cd33,7.11490083979107e-15,-0.97271482912545,0.372,0.578,1.02340733679555e-10
mt-Co3,7.34632708969039e-15,-0.312239922648601,0.998,0.995,1.05669568858107e-10
Hivep3,1.18871045770773e-14,-0.996588772303637,0.333,0.541,1.7098411223668e-10
Il6,1.20917301540166e-14,-1.2192456441924,0.198,0.408,1.73927446535375e-10
Smim3,1.47403373843498e-14,-0.945903682480218,0.244,0.459,2.12025012936488e-10
Jag1,1.51071308893202e-14,-2.20240244713986,0.054,0.205,2.17300970711981e-10
Ddx60,1.68967222438135e-14,1.20514258110713,0.314,0.131,2.43042452755013e-10
Alcam,1.75692336709721e-14,-0.713571502953071,0.5,0.701,2.52715857123263e-10
Samhd1,1.88078603305227e-14,1.39390681590969,0.663,0.523,2.70532262994239e-10
Oasl1,1.94418420027216e-14,1.46954127500909,0.246,0.076,2.79651455367148e-10
Rai14,1.99906658859198e-14,-1.38265245043066,0.14,0.329,2.87545738103071e-10
Itga6,2.92959983569802e-14,-1.52351204242639,0.06,0.217,4.21393640366803e-10
Apobec3,3.44029301024456e-14,0.831858651452667,0.639,0.44,4.94851746593578e-10
Pcolce,4.20286760354666e-14,4.33325258880798,0.118,0.009,6.04540476094152e-10
Tmem106a,4.55499838572613e-14,0.874357666947895,0.625,0.452,6.55190967802847e-10
Pbxip1,5.07830802084678e-14,-1.3570050365026,0.172,0.359,7.30463825718601e-10
Ctss,5.12229083635467e-14,-0.66666264328708,0.912,0.89,7.36790313901256e-10
Camk2n1,5.93407339813827e-14,-3.97741597137837,0.009,0.117,8.53557117588208e-10
Tnfrsf1b,6.08004663355884e-14,-0.879101840619498,0.642,0.772,8.74553907771104e-10
Ifi213,6.58593639816453e-14,3.04241022472579,0.133,0.016,9.47321091511986e-10
Inpp4b,6.71476318230777e-14,-1.10357526013056,0.377,0.574,9.6585153614315e-10
Lmna,7.16960655353821e-14,-0.640410480197746,0.812,0.892,1.03127620666094e-09
Zbp1,7.56604215079413e-14,2.14257022922812,0.225,0.071,1.08829950297023e-09
Myh9,7.8588089764933e-14,-0.716197582057188,0.626,0.733,1.1304110831788e-09
Plxdc2,8.14895027195901e-14,-0.641823355490228,0.418,0.617,1.17214500711858e-09
Clec4a2,8.4994246429388e-14,0.827442560486045,0.714,0.583,1.22255724064032e-09
Pirb,8.99372289344866e-14,0.730329246262161,0.732,0.58,1.29365710099365e-09
Fxyd5,1.08160585244075e-13,-1.06260700733416,0.682,0.744,1.55578185815077e-09
Rab8b,1.09717451882313e-13,-0.679031402778198,0.895,0.936,1.57817582787518e-09
Atf3,1.20867049179877e-13,0.84771499478666,0.868,0.802,1.73855163540335e-09
Pald1,1.23875130808504e-13,-1.49452456110185,0.063,0.217,1.78181988154952e-09
Vcam1,1.23983302254447e-13,0.916347381893366,0.596,0.394,1.78337581962797e-09
Map4k3,1.42082700806008e-13,-1.2610826711035,0.23,0.431,2.04371756839362e-09
Rps29,1.45401983762987e-13,0.39078170831627,0.947,0.924,2.09146213444681e-09
Snx18,1.50070982293807e-13,-0.692503291736337,0.467,0.661,2.15862100931412e-09
Cd93,1.56350335150572e-13,-0.765857127570145,0.447,0.663,2.24894322080583e-09
Cd163,1.77493248280324e-13,1.50147803377561,0.384,0.203,2.55306288326418e-09
Lgals3bp,1.96670263850473e-13,1.26641207596436,0.521,0.353,2.82890507522521e-09
Mtus1,2.39153367777807e-13,-1.94178512300794,0.068,0.221,3.43998204211598e-09
Axl,2.46668147954158e-13,-0.800659228573455,0.351,0.549,3.54807464017261e-09
Errfi1,2.48029549519088e-13,-0.634112891617427,0.628,0.797,3.56765704028257e-09
Afdn,2.79204777743578e-13,-1.2342170619593,0.137,0.316,4.01608152306363e-09
Dnmt3a,2.83549578630668e-13,0.931628521888942,0.639,0.443,4.07857713902353e-09
Hopx,2.98052995407005e-13,-1.64218020446095,0.089,0.246,4.28719428593436e-09
Itm2b,4.04569920289271e-13,0.457506193676047,0.932,0.887,5.81933373344087e-09
H3f3a,4.26559784541797e-13,0.349900085362655,0.956,0.915,6.13563594084921e-09
Adgre4,4.26920056404492e-13,2.34124988108545,0.195,0.055,6.14081809132221e-09
Slc7a11,4.39452553548029e-13,-1.35105439900983,0.244,0.429,6.32108553023485e-09
Mitf,6.10309374539819e-13,-0.785779091493627,0.654,0.784,8.77869004338076e-09
Per1,6.4503414570697e-13,1.26304915498118,0.426,0.242,9.27817115184905e-09
Sgk1,6.51902165059338e-13,-1.17642006436865,0.246,0.443,9.37696074221351e-09
Abcc1,7.09324561051047e-13,-1.19354810267215,0.475,0.625,1.02029244861583e-08
mt-Nd2,9.41951690402078e-13,-0.352911272769633,0.993,0.986,1.35490331147435e-08
Sirpb1c,9.76466248305517e-13,-1.79135936101525,0.095,0.249,1.40454905156266e-08
Ciita,9.9476556139786e-13,0.982168322862678,0.395,0.205,1.43087078351468e-08
Capg,1.04969909962633e-12,-0.5490497625925,0.556,0.714,1.50988718490251e-08
Rap1a,1.06612716374629e-12,0.550438287281593,0.907,0.841,1.53351731233267e-08
Nrp1,1.0759737664935e-12,0.816564727038112,0.732,0.599,1.54768066572425e-08
Il17ra,1.35778503688222e-12,-1.05133271883936,0.309,0.495,1.95303799705139e-08
Gngt2,1.4343612113321e-12,-0.811615870114632,0.182,0.375,2.06318516638009e-08
Cd300ld,1.50015670775695e-12,0.907185953935711,0.609,0.447,2.1578254084376e-08
Fmnl3,1.77147516897115e-12,-1.14526182117371,0.089,0.246,2.5480898830481e-08
Slfn5,2.03082885416114e-12,1.15018336071007,0.444,0.261,2.92114422382539e-08
Macrod2,2.07715574396968e-12,-2.00392700958132,0.144,0.3,2.98778082212598e-08
Tmem51,2.29439952434488e-12,1.16775349152541,0.347,0.166,3.30026427581767e-08
Oasl2,2.35291922190587e-12,1.81408872146477,0.198,0.06,3.38443900878941e-08
Cux1,2.46964261937405e-12,-0.552256411727577,0.626,0.776,3.55233394370763e-08
Neu1,2.64598230966798e-12,0.738163021659947,0.519,0.336,3.80598095422642e-08
Fth1,2.69137998792239e-12,-0.286483582459433,0.984,0.982,3.87128097462757e-08
Peli2,2.71315270001733e-12,-1.0933242641805,0.084,0.24,3.90259884370492e-08
Gsap,3.07365766843918e-12,-0.908196418304173,0.458,0.615,4.42114919028292e-08
Gmfg,3.16328149188699e-12,0.688959567584444,0.74,0.606,4.55006409793024e-08
C130026I21Rik,3.26804219417246e-12,1.67041871769222,0.277,0.117,4.70075189209767e-08
Osm,3.28350793856733e-12,-1.09186138410181,0.312,0.502,4.72299781883525e-08
Irf1,3.36134108416358e-12,1.55147368387087,0.46,0.302,4.8349530154609e-08
B4galnt1,3.50421806827108e-12,-1.22248861388259,0.154,0.325,5.04046726940112e-08
Bank1,3.65785949576918e-12,0.88879314801545,0.591,0.398,5.26146509871438e-08
Cacybp,4.81430910519994e-12,-0.830544926036746,0.318,0.498,6.9249022169196e-08
Inf2,4.94254136639206e-12,-2.00316217447584,0.082,0.224,7.10935150141834e-08
Rtp4,5.04177439706849e-12,1.98523357712776,0.174,0.046,7.25208829274331e-08
Selenop,5.7219303026205e-12,0.589994958372641,0.839,0.792,8.23042454728933e-08
H2-DMb1,5.97381921575226e-12,0.580581996516038,0.767,0.67,8.59274155993805e-08
C1qtnf1,6.6682475689774e-12,1.72786618890588,0.172,0.044,9.59160730321709e-08
Dst,7.02570513685634e-12,-0.748256743599016,0.688,0.816,1.01057742688542e-07
Psme1,8.00503992937796e-12,0.827408899951473,0.689,0.604,1.15144494344173e-07
Ucp2,8.79015199784668e-12,-0.594494833820878,0.814,0.832,1.26437546337027e-07
Ywhah,9.80307835443322e-12,-0.810025261919838,0.533,0.661,1.41007479050167e-07
Slc7a8,9.81170219637427e-12,-0.952359509736189,0.449,0.611,1.41131524392647e-07
Prdx1,1.05756023955695e-11,-0.449051514767957,0.877,0.913,1.52119464857872e-07
Gas6,1.08765504368436e-11,0.683954758296821,0.66,0.5,1.56448301483558e-07
Unc93b1,1.24941009267534e-11,0.439309221278684,0.907,0.846,1.79715147730422e-07
S100a10,1.41002831853836e-11,-0.798674648841029,0.696,0.767,2.02818473338558e-07
Arsb,1.5390148707641e-11,-1.04697335824518,0.13,0.295,2.21371899010709e-07
Tuba1a,1.56749981020343e-11,-1.1641902821702,0.279,0.436,2.25469172699662e-07
Nr4a1,1.70537477998438e-11,-0.902794763037363,0.63,0.716,2.45301108352953e-07
Il3ra,1.83398590924861e-11,1.07763885229089,0.337,0.166,2.6380053318632e-07
Dmxl2,2.20534988941061e-11,-1.20126174125987,0.168,0.332,3.17217528092822e-07
Elk3,2.22464065849305e-11,-0.911226176181085,0.316,0.495,3.1999231231764e-07
Tnf,2.40025478976605e-11,-0.788184359125061,0.686,0.784,3.45252648959948e-07
Ifit3,2.46939633324543e-11,4.50418732400066,0.089,0.005,3.55197968574023e-07
St18,2.60473673116684e-11,-0.965037157624858,0.291,0.482,3.74665331411038e-07
Cd180,2.68936260588932e-11,0.835582925866152,0.535,0.35,3.86837917231119e-07
Trim30a,2.70371727161172e-11,0.83976531762802,0.558,0.382,3.8890269234863e-07
Gclc,2.9272490789711e-11,-0.82295798307611,0.302,0.496,4.21055507519204e-07
Anxa1,3.09445791177338e-11,-0.577400213966414,0.416,0.599,4.45106826029483e-07
Nrg2,3.4480598487585e-11,2.04727412161833,0.186,0.058,4.95968928645422e-07
Kcnn4,3.56411800754118e-11,-1.51861908847391,0.139,0.292,5.12662734204724e-07
Psmb8,3.58067716422997e-11,0.845938596924403,0.737,0.693,5.1504460330284e-07
Npc1,3.88399749170073e-11,-0.763017632789664,0.418,0.59,5.58674199206233e-07
Clec2d,3.92696649437689e-11,0.644662560822798,0.591,0.403,5.64854860551172e-07
Emilin2,4.59113825863231e-11,-0.83124642422823,0.346,0.521,6.60389327121672e-07
Lpar1,4.86502274460955e-11,1.62601609535993,0.274,0.12,6.99784871584637e-07
Cxcl2,5.1323353823962e-11,-0.481994988990773,0.919,0.958,7.3823512140387e-07
Svbp,6.1255296057189e-11,-1.31808406309747,0.202,0.353,8.81096178486606e-07
Crip2,6.22809253055048e-11,-2.12418849825719,0.051,0.17,8.95848829594381e-07
Hk2,6.28358661908935e-11,-0.658854702034686,0.447,0.604,9.03831099289813e-07
Stk17b,6.70447153795254e-11,0.937347510804594,0.618,0.456,9.64371186019093e-07
Pls3,6.86157394573752e-11,-1.80588447902251,0.056,0.178,9.86968796354885e-07
Nlrc5,7.10932428394759e-11,1.34491546097436,0.379,0.214,1.02260520500302e-06
Cyth1,7.79927050457858e-11,-0.512847236311494,0.688,0.792,1.12184706937858e-06
Nrip1,8.31839995493663e-11,-0.843280795931387,0.465,0.617,1.19651864951808e-06
Rnf213,9.47683417837684e-11,1.20467155402224,0.481,0.329,1.36314782821772e-06
Elmo1,1.01750978149633e-10,-0.69741236662048,0.811,0.903,1.46358606970432e-06
H2-DMa,1.13501060670886e-10,0.504224445131754,0.809,0.73,1.63259925669002e-06
Arl4c,1.17952687107569e-10,-0.819137897079446,0.419,0.59,1.69663145135527e-06
Ifi47,1.19298662568529e-10,1.88315182824068,0.196,0.069,1.71599196238572e-06
Ccnd3,1.25928552563506e-10,-1.15225570169839,0.211,0.375,1.81135630007347e-06
Tnfaip3,1.27387015947436e-10,-0.510344437800246,0.781,0.901,1.83233483738792e-06
Bst2,1.27746354712629e-10,0.889808057999896,0.644,0.523,1.83750356618645e-06
Cyfip1,1.3182297748695e-10,-0.540430220724517,0.851,0.896,1.89614170817229e-06
Dapk1,1.35722173177109e-10,-0.803203893497148,0.423,0.587,1.95222773897954e-06
Sept11,1.40911841542107e-10,-1.04088606989477,0.36,0.514,2.02687592874167e-06
Ap2a2,1.54447759271594e-10,0.840496504327173,0.604,0.452,2.22157656936261e-06
Pdcd1lg2,1.59202629642112e-10,3.95188829897808,0.088,0.007,2.28997062477214e-06
Fry,1.95507377353285e-10,-1.19640492789819,0.181,0.345,2.81217811584965e-06
Sgms1,1.97614536097847e-10,-0.573287835956934,0.616,0.735,2.84248748723143e-06
Sash1,2.10872543118416e-10,-0.455966243652241,0.77,0.855,3.0331906602153e-06
Gm4951,2.14356150473781e-10,2.00475439082058,0.218,0.083,3.08329886841487e-06
Ppfibp1,2.2226458328155e-10,-1.419319728152,0.147,0.295,3.19705376592182e-06
Map2k3,2.37873953442499e-10,-0.741078471232737,0.593,0.721,3.4215789463169e-06
Hpse,2.40648234658927e-10,2.40173203351364,0.126,0.027,3.461484207334e-06
Hk3,2.56275898615135e-10,0.630408192187097,0.461,0.284,3.68627252568011e-06
Mgat4a,2.71168692275875e-10,-0.697483397538325,0.311,0.489,3.90049046969619e-06
Cdc42ep4,2.75422181895424e-10,-1.45068346437332,0.114,0.254,3.96167266438378e-06
Rad51b,2.88150543334669e-10,1.84220280258852,0.237,0.101,4.14475741532588e-06
Mthfsl,2.90669464348846e-10,-1.09039069121488,0.374,0.527,4.1809895751938e-06
Sqstm1,3.043094118565e-10,-0.427186676469622,0.914,0.956,4.37718658014389e-06
Vim,3.19496701845024e-10,-0.478463933937443,0.93,0.922,4.59564055933882e-06
Diaph2,3.23692197444884e-10,-0.430823329219026,0.804,0.896,4.65598856804721e-06
