,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Sdc4,1.01613892266041e-08,1.21273732459578,0.671,0.262,0.000146161422635474
Nxpe4,1.07767504987081e-08,-2.42355311217945,0.085,0.292,0.000155012779173417
Psmb8,1.12732144927904e-08,0.699764338963871,0.976,0.969,0.000162153917264297
Gpcpd1,1.8160814303905e-08,-1.65047204756046,0.624,0.785,0.000261225152947369
Ppt2,2.88902512627536e-08,1.66287580984724,0.609,0.231,0.000415557374163448
C1qc,2.95805483030936e-08,1.15944032111917,0.738,0.338,0.000425486606791698
Bcl2a1b,3.01356059462329e-08,0.912873804322481,0.903,0.646,0.000433470555930613
Cd300a,3.01773829138868e-08,-1.29807658731708,0.714,0.846,0.000434071475833347
Nfe2,3.43967182262871e-08,-2.9767955831439,0.022,0.138,0.000494762394966914
Tmem106a,3.68627664055184e-08,1.15522560711163,0.671,0.246,0.000530234031976976
Arid5b,3.92741528802773e-08,1.23795942831223,0.727,0.338,0.000564919415029909
Eml1,4.80722104406299e-08,-3.20100274230004,0.004,0.062,0.000691470674978021
Ctsc,4.9539124926109e-08,0.679718104735781,0.972,0.908,0.000712570772937151
Cox7a2,5.19055933602499e-08,0.728631157885016,0.956,0.8,0.000746610054893835
Tbxas1,5.49116677999265e-08,1.03721438827999,0.732,0.4,0.000789849429634143
Cd84,5.87438953644612e-08,1.52390440806516,0.609,0.215,0.00084497219092241
Jmy,6.14666906191835e-08,2.32135278117853,0.486,0.123,0.000884136877866335
Vdac2,7.23426083666644e-08,0.468099085945144,0.918,0.785,0.0010405760787461
Emilin2,8.13726040634286e-08,-1.28963971256159,0.579,0.708,0.00117046353684836
Cyp2ab1,8.28360082739429e-08,-3.08692146235175,0.018,0.123,0.0011915131430124
Gbp3,8.54897764224485e-08,1.14373063290361,0.736,0.369,0.0012296849440605
Gatm,1.14036895505475e-07,1.81260064404424,0.598,0.246,0.00164030670495075
C1qb,1.20548509101145e-07,1.14170799853802,0.786,0.477,0.00173396975491086
Mmp14,1.26232499818287e-07,1.91567600626111,0.521,0.154,0.00181572827738624
Gapdhs,1.28842804343582e-07,-4.48178325481866,0.002,0.046,0.00185327489767809
Ndufab1,1.35779996301212e-07,1.04751196932769,0.784,0.492,0.00195305946679663
Myof,1.36372667869669e-07,1.22551826355817,0.734,0.415,0.00196158445463732
Rasgef1b,1.48061023926595e-07,1.21695482980584,0.702,0.338,0.00212970976816014
C1qa,1.54103212688854e-07,1.2588994538484,0.746,0.431,0.00221662061131648
Cfb,1.54792608357381e-07,2.33443240087554,0.526,0.185,0.00222653687861257
Cd274,1.67881377888885e-07,1.70792815624828,0.705,0.369,0.00241480573955372
Rasgrp2,1.92148773471272e-07,-2.62535498319213,0.143,0.354,0.00276386795761077
Il1rn,2.09212814863183e-07,0.940575248833403,0.774,0.415,0.00300931712899203
Ahnak,2.12977947438133e-07,-1.13594738130421,0.703,0.862,0.0030634747959501
Acss2,2.132320677867e-07,-2.28663509410772,0.058,0.215,0.0030671300630439
Chchd1,2.13368456798275e-07,1.16273796886834,0.69,0.308,0.00306909188258639
Txn1,2.14874197118489e-07,0.642440792969085,0.966,0.892,0.00309075045135234
Atpif1,2.15236916271894e-07,0.706573138582544,0.912,0.677,0.00309596780365492
Psme2,2.46849564613641e-07,0.877592052075008,0.935,0.862,0.00355068413740262
H2-DMa,2.49795123268069e-07,0.604898567658493,0.958,0.785,0.0035930530530879
Bst1,2.71099757563774e-07,2.0785087961784,0.486,0.138,0.00389949891279732
Cxcl16,2.72292009816718e-07,0.773174989567983,0.861,0.492,0.00391664826920367
Procr,2.74744015247915e-07,2.49380410616148,0.444,0.108,0.00395191791532601
Psmb10,2.78366588073599e-07,0.787289689287457,0.936,0.815,0.00400402500285064
Napsa,2.96172727246129e-07,-1.1160008314412,0.593,0.769,0.00426014850870832
Dusp5,3.12716492776201e-07,-1.18335711885816,0.629,0.831,0.00449811403209288
C3,3.26222778990249e-07,1.0170082635433,0.804,0.569,0.00469238845299574
Krt80,3.69191851036393e-07,-1.68651707782618,0.184,0.415,0.00531045558530747
Anpep,3.92980485702016e-07,3.08005497749138,0.374,0.062,0.0056526313063378
Slamf7,4.12247753752061e-07,0.693864487592644,0.851,0.477,0.00592977168996965
Naaa,4.15517226712218e-07,1.15388343890701,0.847,0.631,0.00597679978902854
Ciita,4.78253509182356e-07,1.59226013871629,0.601,0.262,0.006879198476079
Gbp4,5.23479490484268e-07,2.61924607965515,0.398,0.077,0.00752972899112571
Uqcr10,5.50546873745488e-07,0.732897501772972,0.9,0.646,0.0079190662319551
Dnase1l3,5.91244267323841e-07,1.33153350421312,0.502,0.138,0.00850445754118613
Dgkg,6.32371458978494e-07,-2.41352925661554,0.104,0.292,0.00909603106594666
Cd44,6.5548406836064e-07,-0.590889000743864,0.962,0.969,0.00942848283929944
Vcan,6.7821619959832e-07,-2.18488249473611,0.059,0.215,0.00975546181502223
Dnmt3a,6.93561698638138e-07,1.38656734171119,0.547,0.185,0.00997619147321098
Heg1,6.99930215807077e-07,-2.71021196162363,0.118,0.308,0.010067796224169
Lamtor1,7.33815241479912e-07,0.829473215172588,0.831,0.569,0.0105551984334471
Vamp8,7.37109157953293e-07,0.566787232005647,0.966,0.892,0.0106025781280002
F13a1,7.96899107218507e-07,-1.5127470064569,0.191,0.431,0.011462596758231
Ass1,8.41469533677518e-07,1.58392145462554,0.638,0.338,0.0121036977724174
H2-Aa,8.51972462446535e-07,0.705335151396347,0.983,0.815,0.012254771899831
Calhm6,9.08283817767195e-07,1.33377820042199,0.72,0.4,0.0130647544347633
Snx5,9.20750980417846e-07,0.864050807830972,0.853,0.615,0.0132440821023303
Il18bp,9.65796200055272e-07,1.41204815667096,0.521,0.185,0.013892012541595
Cst3,9.84662666520047e-07,-0.372925206713538,0.989,0.985,0.0141633877952244
Pycard,1.02298880294102e-06,0.812585011563018,0.893,0.646,0.0147146709415036
Comtd1,1.02996544088099e-06,2.91070296149672,0.325,0.031,0.0148150229016321
Lmo4,1.07077815872786e-06,1.33037401394764,0.674,0.354,0.0154020730351415
Cox6b1,1.10917941701121e-06,0.566860755510493,0.972,0.877,0.0159544367342892
Pou2f2,1.11947998185129e-06,-2.20078929439364,0.399,0.585,0.016102600058949
Gm4951,1.19137489645526e-06,2.20297558359493,0.354,0.046,0.0171367365106125
Dnajc2,1.19982241622888e-06,1.362453580921,0.54,0.185,0.0172582456350362
Gbp2b,1.21116708349112e-06,5.46648191321099,0.276,0,0.0174214273289362
Nrarp,1.22025603169726e-06,-2.56810824369483,0.022,0.123,0.0175521627599334
Gbp7,1.22266248626041e-06,1.30498035004812,0.623,0.262,0.0175867772023698
Tmem256,1.2403431091846e-06,0.862156746127267,0.831,0.523,0.0178410952825113
Ndufc2,1.28105897017638e-06,0.702226383631529,0.912,0.708,0.0184267522270171
Echs1,1.2849810776212e-06,1.51669922456725,0.451,0.108,0.0184831678205034
Sell,1.29394687229606e-06,-1.66462102905863,0.122,0.323,0.0186121318111065
Atp5j2,1.29489784014501e-06,0.605491267515839,0.957,0.877,0.0186258105326458
Ddt,1.32538747318099e-06,1.50307527991099,0.601,0.277,0.0190643734142354
Cyc1,1.4480170617072e-06,1.0548346414889,0.727,0.385,0.0208282774155964
Eid1,1.46806504631544e-06,1.17674304073926,0.652,0.323,0.0211166476262013
Ly6i,1.56306370512011e-06,2.88403742918166,0.555,0.308,0.0224831083344477
Setbp1,1.61914748609163e-06,-3.27130053099935,0.028,0.138,0.023289817439942
Acod1,1.75495164059387e-06,1.40609820901842,0.419,0.108,0.0252432243983023
Rps9,1.91935508046642e-06,-0.406472389432529,0.994,1,0.0276080034774289
Cpq,1.94684395602712e-06,0.712687392720692,0.607,0.231,0.0280034034634941
Cnn3,1.95966205920257e-06,3.01226020827314,0.331,0.046,0.0281877790595698
Creb5,2.00017507579562e-06,0.523310142335855,0.747,0.369,0.0287705182902443
Ybx1,2.03525137356495e-06,0.446129100685364,0.978,0.938,0.0292750557573582
Oxct1,2.09123835799458e-06,1.12279187380023,0.65,0.292,0.030080372541394
Clic1,2.10762345389392e-06,0.411960475218496,0.972,0.969,0.0303160557608102
Rexo2,2.19493224553038e-06,1.03294352953821,0.693,0.385,0.0315719054197091
Ptgs2,2.30252766960694e-06,0.653708430532646,0.752,0.415,0.0331195579996262
Apod,2.3373008895727e-06,-4.05080920985105,0.009,0.077,0.0336197359956138
Atp5e,2.35620040304581e-06,0.50205569757669,0.982,0.908,0.033891586597411
Scimp,2.39494800426094e-06,1.10076421375724,0.621,0.262,0.0344489320932893
Cyba,2.41712963204198e-06,0.421673392375872,0.99,0.969,0.0347679926272918
Aldoa,2.44629249735781e-06,0.948581440228676,0.914,0.831,0.0351874712819947
Atp5g2,2.58391960533184e-06,0.506943083222736,0.949,0.877,0.0371670996030932
AA467197,2.68042140021604e-06,4.31908568811511,0.385,0.108,0.0385551814207075
Cd38,2.72479815141225e-06,2.05992894733353,0.388,0.077,0.0391934966099138
Ech1,2.74517372898216e-06,1.24992891189955,0.588,0.231,0.0394865789176794
Gprc5a,2.78300819980698e-06,-3.12093044520262,0.05,0.185,0.0400307899460236
Nsmce1,2.85065393073053e-06,1.09903833386688,0.351,0.046,0.0410038061396279
Ccl5,3.07632264666695e-06,0.854746735429654,0.577,0.262,0.0442498249496575
Tpd52,3.08973124063338e-06,-0.702166331835804,0.961,0.954,0.0444426941652706
Bcl2a1d,3.09443866944575e-06,0.751146787605139,0.852,0.523,0.0445104058213077
Lap3,3.39360539101855e-06,1.20322312564167,0.589,0.231,0.0488136199444108
Plcb1,3.40442935095288e-06,-1.88601828130539,0.185,0.385,0.0489693117841062
Gpr65,3.66967010429385e-06,0.831183307774391,0.792,0.446,0.0527845347801628
Gna13,3.75177270344347e-06,0.808082170555007,0.886,0.6,0.0539654985663309
Psmd3,3.79725773300157e-06,1.23124584727869,0.478,0.138,0.0546197552314945
Plgrkt,3.92987381709219e-06,1.11307645123743,0.679,0.323,0.0565273049850541
Ppt1,4.09996374335415e-06,1.01512940990709,0.792,0.492,0.0589738784844061
Atp5k,4.13837085184193e-06,0.717450366589004,0.905,0.754,0.0595263263328943
Zfp13,4.40167424165573e-06,-5.88375983067348,0.001,0.031,0.063313682291976
Tyrobp,4.48342374098902e-06,-0.419762913206553,0.988,0.985,0.064489567090386
Olfr1444,4.49422335679087e-06,-4.53954485983476,0.001,0.031,0.0646449087640799
Irf8,4.49772013136259e-06,1.25413494102421,0.822,0.554,0.0646952063695194
Clec12a,4.55296270954114e-06,0.669258026436247,0.914,0.708,0.0654898156140398
Klf6,4.77303436260719e-06,0.898864428806626,0.882,0.708,0.0686553262717418
Tob2,4.865191362083e-06,1.00352664191772,0.755,0.462,0.0699809125522019
Twf2,4.88187510017154e-06,0.897157040205827,0.724,0.4,0.0702208914408675
Phb2,5.0707357079e-06,0.92161249167708,0.736,0.4,0.0729374624224336
Add3,5.11554105486845e-06,-1.8629720886752,0.259,0.462,0.0735819425332278
Ccdc88c,5.25895100858182e-06,-2.45110442438443,0.044,0.169,0.075644751307441
Ndufa12,5.34174981863473e-06,0.912562440108843,0.718,0.4,0.076835729391242
Chil3,5.64754065343784e-06,-2.65992482448962,0.151,0.338,0.0812342247590499
Fcgr4,5.70859065016377e-06,0.590805466168982,0.781,0.462,0.0821123679119557
Atp5a1,5.74832208571799e-06,0.493036830265773,0.951,0.892,0.0826838648809675
Cyp4v3,5.7505760422159e-06,1.85755852188345,0.344,0.062,0.0827162857912335
Vps28,5.92859829278771e-06,0.950242317459248,0.707,0.385,0.0852769578434585
Atp5g1,6.19581984112301e-06,0.723504701378761,0.906,0.738,0.0891206725947134
Bax,6.2438654703576e-06,0.732627511697627,0.864,0.646,0.0898117609256237
Rps27,6.25167906511064e-06,-0.407852384627986,0.989,0.985,0.0899241516725515
Slc44a2,6.8758370142733e-06,-2.10645709296039,0.174,0.369,0.0989020396133071
Psma3,7.00185073295292e-06,0.643809944586181,0.922,0.785,0.100714620942795
Fmnl1,7.01632792859856e-06,-1.55884834567927,0.41,0.569,0.100922860924962
Uap1l1,7.12150064397849e-06,1.58314943109352,0.46,0.154,0.102435665262987
Cstb,7.14463358033061e-06,0.808750223664603,0.944,0.815,0.102768409419475
Cox5b,7.25562868046753e-06,0.618222557523687,0.954,0.815,0.104364962939845
Smpdl3a,7.27116172477258e-06,-1.31291558267216,0.603,0.692,0.104588390249129
Gsn,7.43278853610703e-06,0.878143478839816,0.784,0.492,0.106913230303363
Ndufa5,7.47368992303284e-06,0.910464580654807,0.708,0.415,0.107501555852904
Il2rg,7.61477849109498e-06,0.796679535091602,0.791,0.508,0.10953097381591
Romo1,7.90188642102583e-06,0.745440609080487,0.793,0.492,0.113660734280036
Tpi1,7.99658343565418e-06,1.16636538838631,0.767,0.538,0.11502285613845
Uqcrq,8.0232150999237e-06,0.600013850600282,0.935,0.785,0.115405925997302
Ccl9,8.07288081204781e-06,-0.858584813099044,0.702,0.831,0.116120317600496
Ccl8,8.10997276116369e-06,1.74826822610908,0.444,0.154,0.116653848196579
Clasp2,8.59889894125527e-06,1.2739133517092,0.653,0.323,0.123686562371016
Cfl1,8.63733387405379e-06,0.41229118798884,0.981,0.985,0.12423941044439
Rec114,8.77292509746955e-06,-3.2491237228156,0.02,0.108,0.126189754602002
Acvrl1,8.80059246503694e-06,1.2520209192438,0.514,0.2,0.126587722017091
Fosb,9.43883039335407e-06,0.686308539808538,0.809,0.554,0.135768136378005
Cmss1,9.73119136196678e-06,-0.502136969609526,0.994,0.985,0.13997345655053
Prdx5,9.77864714016811e-06,1.12209181543301,0.968,0.908,0.140656060464178
Vps29,1.0112402765551e-05,0.798085531445215,0.788,0.569,0.145456801379686
Pla2g4a,1.06266319386839e-05,1.38787377733159,0.477,0.169,0.15285347380603
St3gal4,1.07893696867471e-05,-1.39450374306212,0.388,0.569,0.15519429357417
Ak2,1.14324816395839e-05,0.834229273549213,0.747,0.431,0.164444815903774
Vamp5,1.1712661342528e-05,2.64135331639204,0.302,0.046,0.168474920750923
1110038F14Rik,1.18757250081364e-05,1.67076032410167,0.376,0.092,0.170820428517034
Hax1,1.19085824227751e-05,1.38899916123931,0.425,0.123,0.171293049569198
Camta2,1.2100678929095e-05,1.32834956675838,0.419,0.123,0.174056165716102
Cited2,1.32638380748136e-05,1.91183182397152,0.547,0.277,0.190787046868119
Pkm,1.33022352758983e-05,0.725635440251889,0.936,0.815,0.19133935220852
Mpc1,1.35662497014169e-05,0.681925995351061,0.831,0.631,0.19513693570518
Mdm1,1.45614800423914e-05,-2.75755170200589,0.048,0.169,0.209452328929758
Cox7b,1.48018304200836e-05,0.612203937401007,0.937,0.846,0.212909528762483
Adgrl3,1.48213396892403e-05,-3.35450481002613,0.048,0.169,0.213190150090032
Psme1,1.49582358446071e-05,0.537409256175539,0.963,0.969,0.215159264388828
Slc25a3,1.49982861786355e-05,0.478866238908463,0.972,0.862,0.215735348393493
Ccdc88b,1.54779404346731e-05,1.53476830296902,0.371,0.092,0.222634695212338
Sdhb,1.56568665574053e-05,0.686492283907474,0.832,0.554,0.225208368561718
Stxbp6,1.62206030080287e-05,-1.7610579039588,0.152,0.338,0.233317153667484
Klrb1b,1.65489208399338e-05,3.17083960590975,0.275,0.031,0.238039677361608
Igtp,1.72087753956747e-05,1.74384802329065,0.446,0.169,0.247531025291385
Chchd10,1.77554862004836e-05,2.05499518913077,0.345,0.077,0.255394913507756
Txnl1,1.78573141695637e-05,0.754117415139147,0.749,0.446,0.256859607015004
Rnf19b,1.80712204935045e-05,0.864087553696989,0.842,0.554,0.259936435578569
Gm5244,1.8324516972981e-05,-4.34464830164013,0.004,0.046,0.263579852139358
Vcam1,1.84594559763104e-05,1.82316343874966,0.459,0.169,0.265520814763248
Tpt1,1.88049607542833e-05,-0.279726822648512,0.995,1,0.270490555489611
Sod2,1.90856795822539e-05,1.56661948773098,0.848,0.692,0.27452841511114
Clec9a,1.96219862744059e-05,1.53024914576191,0.333,0.062,0.282242650571054
Btg1,1.97822377914299e-05,-0.595293778610732,0.983,0.985,0.284547708391927
Thbd,1.9811537267885e-05,-2.26269934700883,0.092,0.246,0.284969152061257
Irgm1,2.03028793084207e-05,1.25928839433446,0.52,0.215,0.292036615972323
Tbca,2.04016474888086e-05,0.546245656708691,0.879,0.585,0.293457297479023
Slc3a2,2.0717058308743e-05,0.605429859890734,0.93,0.708,0.29799416671296
Ndufa8,2.07280737849871e-05,0.724160846458494,0.774,0.492,0.298152613323254
Ctss,2.09165245331429e-05,0.445374239448111,0.992,0.969,0.300863288884727
Timm13,2.11794355723652e-05,0.523026491750875,0.82,0.554,0.304645001272902
Clec4n,2.16254083439983e-05,1.634154715504,0.584,0.323,0.311059873620072
Pi16,2.19657958582439e-05,-2.80029923136873,0.028,0.123,0.315956007624981
Atox1,2.20729937158437e-05,0.43016574940287,0.983,0.954,0.317497941608696
Lpcat2,2.26341656650586e-05,0.553867495020578,0.741,0.446,0.325569838926203
Tspan32,2.28633609765634e-05,2.43304612270228,0.294,0.046,0.328866584286888
Stxbp2,2.36576558089977e-05,0.454497574886566,0.503,0.2,0.340291721156622
Gfod1,2.37985555842354e-05,-1.54868505810982,0.289,0.477,0.342318423523643
Gbp5,2.41052501137038e-05,2.55352775763876,0.388,0.123,0.346729917635515
Cytip,2.44369660261146e-05,-0.66303876213599,0.853,0.862,0.351501319319632
Clta,2.51734249122583e-05,0.446576612056531,0.965,0.892,0.362094543937923
Akr1a1,2.53420372197982e-05,0.497145685444268,0.945,0.8,0.364519863369577
Yif1a,2.67854207022997e-05,1.44288596934904,0.421,0.138,0.385281491381879
Fam129b,2.6789282399605e-05,-1.19589059914606,0.327,0.508,0.385337038035919
Gabarap,2.78507726714197e-05,0.368160958946673,0.974,0.938,0.400605514105701
Marcksl1,2.78810644755632e-05,0.685152915098208,0.712,0.431,0.401041231416501
Lacc1,2.84270366269875e-05,0.802600690071627,0.653,0.323,0.408894494842588
Atp5o.1,2.97474953466968e-05,0.665041366064724,0.888,0.815,0.427887973066887
Dock7,3.01417236249814e-05,1.03548270620549,0.411,0.123,0.433558552621733
Atp5j,3.03336595115484e-05,0.525381681203375,0.944,0.8,0.436319358414113
Fkbp2,3.08856537438841e-05,0.719462987111316,0.815,0.538,0.444259243452029
Tma16,3.14125059926574e-05,2.16849089129566,0.332,0.077,0.451837486198383
Aoah,3.15078079460628e-05,0.861917454008028,0.722,0.431,0.453208309496167
Mrpl18,3.16939321539618e-05,0.933411573904265,0.59,0.308,0.455885520102586
Pnrc1,3.17408938626996e-05,0.560558846219434,0.927,0.785,0.456561017321071
Rps5,3.18957969920148e-05,-0.423611518615247,0.982,0.985,0.45878914393314
P2ry14,3.24185998779001e-05,1.95084812035654,0.348,0.092,0.466309140643715
Mmp8,3.24384415558697e-05,-2.28972654436129,0.022,0.108,0.46659454333963
Cd177,3.24684242888082e-05,-1.92881789392273,0.041,0.154,0.467025814970217
Eny2,3.27924934198907e-05,0.789411363216749,0.58,0.246,0.471687225351708
M6pr,3.28192200170173e-05,0.653762313858245,0.87,0.692,0.472071660724777
Elob,3.30334466143896e-05,0.513938732166954,0.957,0.862,0.47515309610138
Nhp2,3.30635938941669e-05,1.05119173012941,0.616,0.338,0.475586734573697
Fry,3.33010997271922e-05,-1.98663209358988,0.19,0.369,0.479003018475933
Batf2,3.33098103451259e-05,2.75221629383697,0.282,0.046,0.479128312004291
Acsl1,3.33954161933558e-05,0.612869115131266,0.47,0.185,0.48035966652523
Rgs19,3.4216057513392e-05,1.03442197761352,0.439,0.138,0.49216377127263
Inpp5b,3.44120087945928e-05,3.08363647106051,0.261,0.031,0.494982334501422
Pltp,3.51774079500632e-05,1.07216896442296,0.737,0.523,0.505991835953709
Tmem173,3.7451621059065e-05,0.942848308773351,0.652,0.338,0.538704117313591
Mrps18c,3.78167782374992e-05,0.795128149533586,0.684,0.369,0.543956538168188
Psmb6,3.78578152578138e-05,0.658283198559656,0.892,0.754,0.544546814668393
Psmb2,3.90729629869818e-05,0.554694375089328,0.896,0.677,0.562025499604747
Cox5a,3.94043954391363e-05,0.503446646588033,0.965,0.892,0.566792823996536
Sri,3.95421676684774e-05,0.617903024824525,0.899,0.646,0.568774539743379
Pgam1,3.97760658551485e-05,0.666307858538481,0.812,0.585,0.572138931260456
Timm10b,4.07382280510679e-05,0.751693166834961,0.81,0.585,0.58597867228656
Tnfaip2,4.13313993564461e-05,1.55462922168072,0.692,0.508,0.59451084834312
Tnfsf13b,4.13337561433893e-05,3.42913345592961,0.236,0.015,0.594544748366511
Tstd1,4.32513567783233e-05,-5.03765864262161,0,0.015,0.622127515899402
Slc30a10,4.32513567783233e-05,-4.88508033078644,0,0.015,0.622127515899402
Tgfb2,4.32513567783233e-05,-5.05579108193054,0,0.015,0.622127515899402
Lamc3,4.32513567783233e-05,-5.69559704962195,0,0.015,0.622127515899402
Cstdc2,4.32513567783233e-05,-4.73846639422871,0,0.015,0.622127515899402
F8,4.32513567783233e-05,-5.40222258894134,0,0.015,0.622127515899402
Gm9833,4.32513567783233e-05,-4.73846639422871,0,0.015,0.622127515899402
Mtmr11,4.32513567783233e-05,-5.02765085552388,0,0.015,0.622127515899402
Gstm7,4.32513567783233e-05,-5.02765085552388,0,0.015,0.622127515899402
Cckar,4.32513567783233e-05,-4.95686886252014,0,0.015,0.622127515899402
Medag,4.32513567783233e-05,-5.54199506730842,0,0.015,0.622127515899402
2900092C05Rik,4.32513567783233e-05,-5.23764939058846,0,0.015,0.622127515899402
Trpm5,4.32513567783233e-05,-5.40222258894134,0,0.015,0.622127515899402
Ak9,4.32513567783233e-05,-5.14951001997352,0,0.015,0.622127515899402
Ushbp1,4.32513567783233e-05,-4.88508033078644,0,0.015,0.622127515899402
Il34,4.32513567783233e-05,-5.63879787796861,0,0.015,0.622127515899402
Atp2c2,4.32513567783233e-05,-5.0610405746778,0,0.015,0.622127515899402
Il17d,4.32513567783233e-05,-5.54199506730842,0,0.015,0.622127515899402
Esco2,4.32513567783233e-05,-4.9601144358389,0,0.015,0.622127515899402
Me1,4.32513567783233e-05,-4.85341718737115,0,0.015,0.622127515899402
Col7a1,4.32513567783233e-05,-5.09478956470857,0,0.015,0.622127515899402
4931440F15Rik,4.32513567783233e-05,-5.03616740049177,0,0.015,0.622127515899402
Amph,4.32513567783233e-05,-5.23006932172227,0,0.015,0.622127515899402
Bmp6,4.32513567783233e-05,-4.98444131240031,0,0.015,0.622127515899402
Slc9a3,4.32513567783233e-05,-5.15697621094734,0,0.015,0.622127515899402
